         2277085773 function calls (2252345736 primitive calls) in 8291.727 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
  1729718   18.589    0.000  606.406    0.000 frame.py:2035(__getitem__)
        2    0.000    0.000  604.243  302.122 groupby.py:4054(fast_apply)
        2    1.289    0.644  602.849  301.424 {pandas.lib.apply_frame_axis0}
  8429097   16.378    0.000  591.301    0.000 __init__.py:1279(debug)
    45820    0.132    0.000  565.876    0.012 <string>:6(<lambda>)
    45820    3.027    0.000  565.744    0.012 <ipython-input-19-11ad5caad0fb>:9(propagate_score)
  2756964   42.939    0.000  546.101    0.000 series.py:135(__init__)
  4065599    8.942    0.000  493.575    0.000 __init__.py:1439(handle)
   576572    7.520    0.000  486.526    0.001 frame.py:2078(_getitem_array)
  4065599   19.110    0.000  480.904    0.000 __init__.py:1493(callHandlers)
  4065784   13.782    0.000  461.794    0.000 __init__.py:845(handle)
  4065615   12.171    0.000  433.916    0.000 handlers.py:63(emit)
   576575   13.064    0.000  424.322    0.001 generic.py:1650(take)
   576575   12.965    0.000  345.839    0.001 internals.py:3943(take)
   145115    1.340    0.000  341.914    0.002 merge.py:1396(concat)
  8500015  327.473    0.000  327.473    0.000 {method 'readline' of '_io._IOBase' objects}
  1153899    9.245    0.000  316.341    0.000 frame.py:252(__init__)
   207032   10.083    0.000  309.773    0.001 tweetProcessor.py:263(candidate_reference)
   767510    8.070    0.000  301.952    0.000 internals.py:3813(reindex_indexer)
  3651501   16.781    0.000  290.824    0.000 series.py:600(__getitem__)
376786220  156.245    0.000  235.178    0.000 {built-in method builtins.isinstance}
    91638    1.794    0.000  225.901    0.002 frame.py:3852(first_valid_index)
  2126911   21.768    0.000  216.937    0.000 series.py:2817(_sanitize_array)
  8131399   10.221    0.000  216.833    0.000 __init__.py:822(format)
  4065615    5.710    0.000  210.142    0.000 __init__.py:1056(emit)
  4065615   23.137    0.000  209.095    0.000 handlers.py:177(shouldRollover)
  8131399   35.146    0.000  206.596    0.000 __init__.py:557(format)
  4065784   13.482    0.000  205.132    0.000 __init__.py:975(emit)
  2235030   36.298    0.000  201.155    0.000 algorithms.py:1010(take_nd)
2291238/1583220   43.785    0.000  197.562    0.000 base.py:142(__new__)
   145113    1.196    0.000  194.431    0.001 series.py:1530(append)
   190933    1.255    0.000  190.645    0.001 frame.py:5391(_arrays_to_mgr)
   145115    6.476    0.000  182.830    0.001 merge.py:1460(__init__)
  1389922   12.987    0.000  182.273    0.000 internals.py:1001(take_nd)
    91638    1.974    0.000  179.467    0.002 frame.py:4846(count)
   957411    4.071    0.000  170.792    0.000 __init__.py:1291(info)
 44620516   72.235    0.000  170.337    0.000 dtypes.py:74(is_dtype)
491673/334390    2.795    0.000  168.971    0.001 indexing.py:1302(__getitem__)
   145115    2.290    0.000  168.951    0.001 frame.py:349(_init_dict)
  4065599   11.168    0.000  167.655    0.000 __init__.py:1399(makeRecord)
   576577    3.768    0.000  161.476    0.000 internals.py:3848(<listcomp>)
   543076    6.569    0.000  159.309    0.000 generic.py:2224(reindex)
   145115    2.783    0.000  157.745    0.001 merge.py:1599(get_result)
  1219544   11.441    0.000  157.494    0.000 internals.py:2745(__init__)
  4065599   78.176    0.000  156.487    0.000 __init__.py:246(__init__)
     7400    0.403    0.000  156.116    0.021 __init__.py:87(__init__)
   290226    9.856    0.000  156.046    0.001 treetaggerwrapper.py:1454(_prepare_text)
   145113    5.756    0.000  155.509    0.001 tweetProcessor.py:133(find_relevant_words)
     7400    0.062    0.000  155.080    0.021 __init__.py:285(_feed)
     7400    0.164    0.000  155.008    0.021 _html5lib.py:61(feed)
        2    0.000    0.000  150.283   75.142 groupby.py:3301(_wrap_applied_output)
        2    0.069    0.034  150.282   75.141 groupby.py:845(_concat_objects)
  2061268    9.936    0.000  147.077    0.000 series.py:2834(_try_cast)
    45822    0.798    0.000  146.140    0.003 internals.py:4807(concatenate_block_managers)
     7400    0.057    0.000  143.478    0.019 html5parser.py:223(parse)
     7400    0.122    0.000  143.418    0.019 html5parser.py:80(_parse)
   145113    1.998    0.000  136.637    0.001 series.py:646(_get_with)
     7400    5.483    0.001  134.834    0.018 html5parser.py:152(mainLoop)
  3651501   20.393    0.000  129.278    0.000 base.py:2146(get_value)
   145113    0.722    0.000  126.233    0.001 indexing.py:74(__getitem__)
   145113    1.225    0.000  125.370    0.001 indexing.py:999(_getitem_axis)
  5403694   32.280    0.000  120.757    0.000 internals.py:2649(make_block)
   145113    3.259    0.000  117.337    0.001 indexing.py:1034(_getitem_iterable)
    91638    0.440    0.000  115.537    0.001 missing.py:186(notnull)
    45822    1.903    0.000  115.272    0.003 internals.py:4823(<listcomp>)
    65645    0.125    0.000  114.702    0.002 <string>:3(<lambda>)
    65645    1.475    0.000  114.577    0.002 <ipython-input-19-11ad5caad0fb>:1(propagate_candidates)
1922553/1556001    2.144    0.000  114.543    0.000 missing.py:27(isnull)
  8131230   30.521    0.000  113.684    0.000 __init__.py:490(formatTime)
   497256    2.172    0.000  113.151    0.000 series.py:2360(reindex)
   229097    5.114    0.000  112.801    0.000 internals.py:2978(apply)
1922553/1556001    5.773    0.000  112.732    0.000 missing.py:48(_isnull_new)
  1422649   43.928    0.000  107.296    0.000 internals.py:2841(_rebuild_blknos_and_blklocs)
   576569    6.587    0.000  106.746    0.000 <frozen importlib._bootstrap>:958(_find_and_load)
 20732725   18.719    0.000  103.813    0.000 common.py:102(is_categorical_dtype)
   183290    1.055    0.000  103.632    0.001 internals.py:4910(concatenate_join_units)
   145113    0.772    0.000  100.171    0.001 tweetProcessor.py:387(remove_emojis)
   928719    3.856    0.000  100.125    0.000 series.py:252(from_array)
   294737    2.494    0.000   98.430    0.000 indexing.py:1447(_getitem_axis)
   157283    2.932    0.000   97.127    0.001 indexing.py:894(_getitem_lowerdim)
  4065784   14.963    0.000   97.051    0.000 __init__.py:964(flush)
 12869257   12.818    0.000   96.354    0.000 common.py:69(is_datetimetz)
  2299247   11.262    0.000   95.910    0.000 base.py:1643(equals)
   190933    1.668    0.000   95.460    0.000 internals.py:4259(create_block_manager_from_arrays)
  2310181   22.102    0.000   89.195    0.000 cast.py:765(_possibly_cast_to_datetime)
   400765   35.294    0.000   88.574    0.000 treetaggerwrapper.py:1593(_prepare_part)
 19370619   18.284    0.000   88.560    0.000 common.py:89(is_datetime64tz_dtype)
 84414276   80.297    0.000   86.854    0.000 {built-in method builtins.hasattr}
  2951052   82.791    0.000   86.000    0.000 {method 'sub' of '_sre.SRE_Pattern' objects}
    45820    0.157    0.000   85.243    0.002 frame.py:4437(join)
    45820    0.525    0.000   85.086    0.002 frame.py:4557(_join_compat)
    45820    0.360    0.000   84.313    0.002 merge.py:53(merge)
    91638    0.601    0.000   83.929    0.001 internals.py:3155(isnull)
121533683/99991402   53.919    0.000   83.356    0.000 {built-in method builtins.len}
    45820    1.322    0.000   82.281    0.002 merge.py:545(get_result)
   145113    0.709    0.000   82.204    0.001 series.py:2376(reindex_axis)
  1153145    3.307    0.000   82.131    0.000 frame.py:2061(_getitem_column)
   290226    4.171    0.000   81.888    0.000 threading.py:828(start)
  2756964   15.515    0.000   81.402    0.000 internals.py:4031(__init__)
   352147    2.353    0.000   80.431    0.000 frame.py:4223(<genexpr>)
   576569    5.268    0.000   80.380    0.000 <frozen importlib._bootstrap>:931(_find_and_load_unlocked)
  2868422   13.941    0.000   79.495    0.000 common.py:320(_coerce_to_dtype)
  1153145    5.699    0.000   78.823    0.000 generic.py:1381(_get_item_cache)
69849507/69692224   63.198    0.000   76.892    0.000 {built-in method builtins.getattr}
   294737    0.916    0.000   76.000    0.000 indexing.py:89(_get_label)
   145113    3.693    0.000   75.925    0.001 tweetProcessor.py:146(filter_words_only)
   294737    5.725    0.000   74.905    0.000 generic.py:1679(xs)
 46953550   31.435    0.000   74.876    0.000 generic.py:7(_check)
   576569   12.849    0.000   73.162    0.000 <frozen importlib._bootstrap>:861(_find_spec)
   190933    8.873    0.000   72.961    0.000 internals.py:4270(form_blocks)
  2143388   17.381    0.000   71.139    0.000 cast.py:227(_maybe_promote)
  4065615   69.571    0.000   69.571    0.000 {method 'flush' of '_io.TextIOWrapper' objects}
   145113    1.337    0.000   69.481    0.000 generic.py:2261(_reindex_axes)
   190935    3.328    0.000   67.920    0.000 generic.py:2350(_reindex_with_indexers)
 22553285   43.638    0.000   66.174    0.000 common.py:357(_get_dtype_type)
    45818    1.098    0.000   66.096    0.001 frame.py:5497(_to_arrays)
    45818    3.205    0.000   64.383    0.001 frame.py:5601(_list_of_series_to_arrays)
    91638    0.170    0.000   63.814    0.001 indexing.py:794(_getitem_tuple)
  1275149    1.726    0.000   62.634    0.000 html5parser.py:219(normalizedTokens)
  1434211    4.084    0.000   61.966    0.000 generic.py:131(_validate_dtype)
20026983/19358773   48.796    0.000   58.220    0.000 {built-in method numpy.core.multiarray.array}
  1275149   10.022    0.000   57.803    0.000 _tokenizer.py:49(__iter__)
 14021852   18.237    0.000   57.533    0.000 {pandas.lib.values_from_object}
  2071040    3.161    0.000   55.514    0.000 internals.py:3529(_consolidate_inplace)
  4168288   55.265    0.000   55.265    0.000 {method 'search' of '_sre.SRE_Pattern' objects}
   164782   54.354    0.000   54.354    0.000 {method 'findall' of '_sre.SRE_Pattern' objects}
   190935    2.825    0.000   54.305    0.000 base.py:1440(append)
  7188492   29.002    0.000   53.261    0.000 generic.py:2746(__setattr__)
   196936    0.907    0.000   53.141    0.000 indexing.py:1599(_getitem_axis)
   145115    1.337    0.000   52.785    0.000 merge.py:1664(_get_new_axes)
   576569    1.576    0.000   51.723    0.000 <frozen importlib._bootstrap_external>:1149(find_spec)
  2192556    5.785    0.000   50.693    0.000 common.py:301(is_extension_type)
  6278096    7.928    0.000   50.601    0.000 common.py:64(is_categorical)
    45820    0.625    0.000   50.247    0.001 generic.py:2387(filter)
   576569    4.792    0.000   50.146    0.000 <frozen importlib._bootstrap_external>:1117(_get_spec)
  8131230   49.495    0.000   49.495    0.000 {built-in method time.strftime}
  1999363    3.717    0.000   49.257    0.000 generic.py:2795(_consolidate_inplace)
  5403694   21.037    0.000   48.912    0.000 internals.py:96(__init__)
   190933    3.307    0.000   48.805    0.000 frame.py:5689(_homogenize)
    45820    0.312    0.000   48.641    0.001 frame.py:2818(reindex)
   290733    3.166    0.000   48.402    0.000 threading.py:533(wait)
   183290    8.113    0.000   47.302    0.000 internals.py:4830(get_empty_dtype_and_na)
    91638    0.892    0.000   47.114    0.001 generic.py:5618(stat_func)
  2182645    5.530    0.000   47.065    0.000 generic.py:2785(_protect_consolidate)
  4897997   19.464    0.000   46.247    0.000 internals.py:2786(shape)
  4065599   22.787    0.000   45.893    0.000 __init__.py:1369(findCaller)
  7666207    5.224    0.000   45.327    0.000 numeric.py:463(asarray)
   366552    4.138    0.000   45.110    0.000 internals.py:346(apply)
    91638    1.394    0.000   45.009    0.000 frame.py:4928(_reduce)
    45820    0.373    0.000   44.913    0.001 frame.py:2755(_reindex_axes)
   145115    1.792    0.000   44.793    0.000 frame.py:5411(extract_index)
    45820    0.340    0.000   44.540    0.001 frame.py:2780(_reindex_columns)
  2436344   14.712    0.000   44.358    0.000 common.py:365(_asarray_tuplesafe)
  4065615   43.004    0.000   44.321    0.000 {method 'seek' of '_io.TextIOWrapper' objects}
   145115    0.973    0.000   44.154    0.000 merge.py:1700(_get_concat_axis)
   190935    2.236    0.000   44.036    0.000 base.py:2496(reindex)
   290379    3.823    0.000   43.615    0.000 threading.py:263(wait)
   145113    3.127    0.000   42.896    0.000 tweetProcessor.py:116(remove_user_mentions_hashtags)
   145115    0.587    0.000   42.666    0.000 merge.py:1756(_concat_indexes)
   190933    2.840    0.000   42.135    0.000 internals.py:3856(_slice_take_blocks_ax0)
   576569   12.354    0.000   41.941    0.000 <frozen importlib._bootstrap_external>:1233(find_spec)
  2458179    8.428    0.000   41.561    0.000 internals.py:208(make_block_same_class)
  4397742    5.721    0.000   41.307    0.000 {method 'any' of 'numpy.ndarray' objects}
473600/444000    1.228    0.000   41.148    0.000 html5parser.py:410(processStartTag)
   145113    2.447    0.000   40.410    0.000 tweetProcessor.py:359(remove_candidates_names)
   183290    0.968    0.000   40.097    0.000 internals.py:4920(<listcomp>)
    65645    0.415    0.000   39.916    0.001 frame.py:2405(__setitem__)
  1999363    5.404    0.000   39.499    0.000 generic.py:2798(f)
  6330803    8.017    0.000   39.341    0.000 common.py:54(is_object_dtype)
   760420    3.192    0.000   39.129    0.000 internals.py:5170(get_reindexed_values)
  2816455   15.038    0.000   38.924    0.000 internals.py:1811(__init__)
  1931473   10.490    0.000   38.901    0.000 missing.py:245(array_equivalent)
    65645    0.468    0.000   38.655    0.001 frame.py:2473(_set_item)
  1453940   38.210    0.000   38.210    0.000 {method 'acquire' of '_thread.lock' objects}
   838401   11.425    0.000   38.093    0.000 missing.py:120(_isnull_ndarraylike)
   622395    5.980    0.000   38.083    0.000 base.py:1506(take)
   203104    2.928    0.000   37.014    0.000 internals.py:4511(_consolidate)
  5185381    6.016    0.000   36.962    0.000 common.py:98(is_period_dtype)
   336058    7.016    0.000   36.723    0.000 concat.py:24(get_dtype_kinds)
    65645    0.171    0.000   36.528    0.001 indexing.py:1558(_getitem_tuple)
  4961241   36.267    0.000   36.267    0.000 {method 'reduce' of 'numpy.ufunc' objects}
 26113469   35.916    0.000   35.916    0.000 {method 'match' of '_sre.SRE_Pattern' objects}
  1160904    3.676    0.000   35.825    0.000 treetaggerwrapper.py:1772(build_with_callable)
  5387169    5.693    0.000   35.723    0.000 series.py:391(get_values)
   576574    4.144    0.000   35.591    0.000 internals.py:3536(get)
  4397744    3.564    0.000   35.585    0.000 _methods.py:37(_any)
    45819    0.434    0.000   35.442    0.001 generic.py:3057(copy)
  6401894    6.093    0.000   35.086    0.000 base.py:3637(_ensure_index)
  2235346   34.472    0.000   34.472    0.000 {method 'spell' of 'HunSpell' objects}
    45819    0.359    0.000   34.164    0.001 internals.py:3364(copy)
   875972    8.364    0.000   34.025    0.000 cast.py:672(_possibly_infer_to_datetimelike)
   436600    2.124    0.000   33.913    0.000 base.py:292(insertElementNormal)
  8131230   33.667    0.000   33.667    0.000 {built-in method time.localtime}
   576574    3.704    0.000   32.597    0.000 frame.py:2393(_box_item_values)
    65645    0.296    0.000   32.345    0.000 generic.py:1499(_set_item)
  9493657   10.530    0.000   32.241    0.000 series.py:333(dtype)
    65645    0.802    0.000   31.923    0.000 internals.py:3636(set)
   190935    0.721    0.000   31.067    0.000 base.py:1478(_append_same_dtype)
  5185381   12.878    0.000   30.946    0.000 dtypes.py:347(is_dtype)
   576575   16.059    0.000   30.846    0.000 indexing.py:1857(maybe_convert_indices)
  2436078   12.181    0.000   30.706    0.000 numeric.py:2686(seterr)
 12612212    8.329    0.000   30.552    0.000 <frozen importlib._bootstrap>:989(_handle_fromlist)
        4    0.598    0.150   30.518    7.629 api.py:45(_union_indexes)
   190935    2.726    0.000   30.346    0.000 concat.py:392(_concat_index_asobject)
   401689    0.607    0.000   30.132    0.000 generic.py:2803(consolidate)
  5387169   12.251    0.000   30.031    0.000 internals.py:4177(get_values)
  2775410   28.798    0.000   29.856    0.000 {pandas.lib.infer_dtype}
   290226   29.613    0.000   29.613    0.000 {built-in method _thread.start_new_thread}
  1482148    5.094    0.000   29.507    0.000 treetaggerwrapper.py:2001(split_on_regexp)
  1999363    2.732    0.000   29.335    0.000 internals.py:3513(consolidate)
   576572    3.205    0.000   29.213    0.000 indexing.py:1806(check_bool_indexer)
  4077528   10.041    0.000   28.902    0.000 base.py:1131(_convert_scalar_indexer)
    65645    1.844    0.000   27.833    0.000 internals.py:3748(insert)
  1016438    8.773    0.000   27.723    0.000 internals.py:2966(_verify_integrity)
    91639    0.484    0.000   27.418    0.000 generic.py:805(__invert__)
   491680    4.277    0.000   27.365    0.000 internals.py:4528(_merge_blocks)
   256580    1.365    0.000   27.019    0.000 base.py:379(_shallow_copy_with_infer)
 14548878    7.595    0.000   26.783    0.000 internals.py:2788(<genexpr>)
  2546178   13.982    0.000   26.751    0.000 base.py:334(_simple_new)
  1846374   26.325    0.000   26.325    0.000 {method 'split' of '_sre.SRE_Pattern' objects}
   145123    1.432    0.000   26.290    0.000 concat.py:99(_concat_compat)
  4810353    3.598    0.000   26.121    0.000 common.py:59(is_sparse)
  4065599    9.252    0.000   26.075    0.000 posixpath.py:119(splitext)
  6441473    8.943    0.000   26.044    0.000 common.py:81(is_datetime64_dtype)
   268744    8.310    0.000   25.993    0.000 internals.py:3481(fast_xs)
  3907661   11.597    0.000   25.547    0.000 candidate.py:35(regex)
   131290    0.241    0.000   25.466    0.000 indexing.py:104(_get_loc)
  8131399    6.868    0.000   25.339    0.000 __init__.py:541(formatMessage)
   543076    1.543    0.000   24.841    0.000 generic.py:2244(<listcomp>)
    65645    0.308    0.000   24.723    0.000 groupby.py:4012(__iter__)
    45818   11.175    0.000   24.679    0.001 frame.py:5650(_convert_object_array)
    65645    0.911    0.000   24.630    0.000 frame.py:1953(_ixs)
  2166363    7.028    0.000   24.309    0.000 common.py:194(is_bool_indexer)
   962957    4.727    0.000   24.249    0.000 base.py:371(_shallow_copy)
   760420    2.994    0.000   24.117    0.000 internals.py:5141(is_null)
    65644    0.294    0.000   24.099    0.000 groupby.py:4067(_chop)
  1757183    1.281    0.000   24.043    0.000 tweetProcessor.py:376(is_correctly_spelled)
   576574    1.932    0.000   23.979    0.000 frame.py:2400(_box_col_values)
  2756964   13.097    0.000   23.630    0.000 series.py:286(_set_axis)
  4065599   12.600    0.000   23.022    0.000 posixpath.py:142(basename)
  5755282   22.979    0.000   22.979    0.000 {built-in method numpy.core.multiarray.empty}
    91638    0.466    0.000   22.868    0.000 frame.py:4932(f)
   576574    6.270    0.000   22.677    0.000 internals.py:3565(iget)
    45822    0.329    0.000   22.565    0.000 internals.py:4820(<listcomp>)
    65646    0.281    0.000   22.541    0.000 indexing.py:1587(_get_slice_axis)
    91638    1.455    0.000   22.403    0.000 nanops.py:41(_f)
  8131399    7.764    0.000   22.393    0.000 __init__.py:535(usesTime)
   282575    3.721    0.000   22.261    0.000 base.py:2217(get_indexer)
   203103    9.146    0.000   22.236    0.000 internals.py:4935(get_mgr_concatenation_plan)
  9493657   12.618    0.000   21.711    0.000 internals.py:4147(dtype)
    91638    0.893    0.000   21.535    0.000 generic.py:949(__array_wrap__)
    45820    0.221    0.000   21.443    0.000 internals.py:4686(items_overlap_with_suffix)
    45820    1.482    0.000   21.125    0.000 base.py:1905(intersection)
   543076    1.354    0.000   21.069    0.000 base.py:1663(identical)
    65646    0.122    0.000   20.986    0.000 indexing.py:107(_slice)
    65647    0.725    0.000   20.864    0.000 generic.py:1483(_slice)
  4538282    5.990    0.000   20.793    0.000 generic.py:353(_get_axis)
    65645    0.702    0.000   20.704    0.000 base.py:3223(insert)
  1218039    4.624    0.000   20.341    0.000 numeric.py:3088(__exit__)
   576569    3.487    0.000   20.123    0.000 range.py:249(_shallow_copy)
  1819866    7.229    0.000   19.948    0.000 dtypes.py:221(construct_from_string)
19356653/19356651   14.700    0.000   19.630    0.000 base.py:491(__len__)
  1285189    5.660    0.000   19.107    0.000 internals.py:3257(_consolidate_check)
  5403696   11.090    0.000   18.984    0.000 internals.py:216(mgr_locs)
  1956558    3.151    0.000   18.933    0.000 common.py:106(is_string_dtype)
   435339    2.199    0.000   18.584    0.000 ast.py:40(literal_eval)
  8131399   18.470    0.000   18.470    0.000 __init__.py:385(format)
    65647    0.912    0.000   18.464    0.000 internals.py:3337(get_slice)
  9386677   12.035    0.000   18.463    0.000 __init__.py:1537(isEnabledFor)
  1218039    3.337    0.000   18.326    0.000 numeric.py:3083(__enter__)
  3651501   17.760    0.000   17.760    0.000 {method 'get_value' of 'pandas.index.IndexEngine' objects}
    91640    1.230    0.000   17.186    0.000 frame.py:404(_init_ndarray)
  4449412    8.795    0.000   17.151    0.000 series.py:322(name)
  1648865    2.299    0.000   17.135    0.000 common.py:170(is_datetime64_any_dtype)
   483349    1.275    0.000   16.994    0.000 base.py:318(insertText)
  7497532    9.706    0.000   16.983    0.000 base.py:522(values)
 59350658   16.906    0.000   16.906    0.000 {built-in method builtins.issubclass}
  2496310   10.416    0.000   16.827    0.000 base.py:1392(__contains__)
    91638    0.644    0.000   16.586    0.000 nanops.py:76(f)
  1290612    4.193    0.000   16.227    0.000 function.py:37(__call__)
  1741123    7.470    0.000   16.197    0.000 base.py:1406(__getitem__)
    91638    0.696    0.000   15.917    0.000 nanops.py:271(nansum)
   927349    4.936    0.000   15.728    0.000 _html5lib.py:230(appendChild)
 13808604   15.612    0.000   15.612    0.000 {method 'view' of 'numpy.ndarray' objects}
   483349    1.614    0.000   15.570    0.000 _html5lib.py:313(insertText)
  4715391    4.602    0.000   15.466    0.000 series.py:386(_values)
     8318    3.386    0.000   15.343    0.002 tweetProcessor.py:336(typo_correction)
   294737    1.955    0.000   15.257    0.000 indexing.py:1371(_has_valid_type)
  4830151    5.591    0.000   15.239    0.000 common.py:93(is_timedelta64_dtype)
   848180   15.124    0.000   15.124    0.000 {pandas.algos.take_2d_axis0_int64_int64}
   352145   14.911    0.000   14.911    0.000 {pandas.lib.fast_multiget}
   183282    0.837    0.000   14.818    0.000 generic.py:2868(as_matrix)
  2916296    3.039    0.000   14.783    0.000 inference.py:53(is_list_like)
   576569    3.041    0.000   14.745    0.000 <frozen importlib._bootstrap>:146(__enter__)
  8131399    8.228    0.000   14.630    0.000 __init__.py:382(usesTime)
  4065599   11.089    0.000   14.384    0.000 genericpath.py:117(_splitext)
   576569    1.108    0.000   14.328    0.000 <frozen importlib._bootstrap_external>:75(_path_stat)
  3910863   14.189    0.000   14.189    0.000 generic.py:114(__init__)
  1386149    7.332    0.000   13.661    0.000 _html5lib.py:289(setAttributes)
    45818    0.195    0.000   13.343    0.000 frame.py:5666(<listcomp>)
   580069   13.314    0.000   13.314    0.000 {built-in method posix.stat}
   183272    0.648    0.000   13.147    0.000 frame.py:5660(convert)
  8131568    7.777    0.000   13.146    0.000 __init__.py:802(acquire)
     7401    0.033    0.000   13.117    0.002 client.py:1236(request)
     7401    0.130    0.000   13.084    0.002 client.py:1241(_send_request)
  1285189    3.309    0.000   12.891    0.000 internals.py:3258(<listcomp>)
    91638    1.014    0.000   12.877    0.000 generic.py:3007(astype)
  4065599    6.987    0.000   12.850    0.000 posixpath.py:50(normcase)
  1819866    7.567    0.000   12.718    0.000 dtypes.py:170(__new__)
 10091646    8.297    0.000   12.545    0.000 _inputstream.py:240(char)
    91640    0.800    0.000   12.455    0.000 internals.py:4236(create_block_manager_from_blocks)
     7401    0.027    0.000   12.444    0.002 client.py:1223(endheaders)
     7401    0.044    0.000   12.416    0.002 client.py:1017(_send_output)
     7401    0.072    0.000   12.364    0.002 client.py:956(send)
   290226    4.240    0.000   12.110    0.000 threading.py:757(__init__)
  2882845    4.612    0.000   12.107    0.000 <frozen importlib._bootstrap_external>:57(_path_join)
  2436078   11.402    0.000   12.055    0.000 numeric.py:2786(geterr)
  1290614    4.284    0.000   12.033    0.000 validators.py:129(validate_kwargs)
     7401    0.105    0.000   12.014    0.002 client.py:933(connect)
   183282    0.749    0.000   11.983    0.000 internals.py:3391(as_matrix)
   444000    4.421    0.000   11.876    0.000 _html5lib.py:120(elementClass)
  4584108    8.467    0.000   11.869    0.000 generic.py:340(_get_axis_name)
     7401    0.095    0.000   11.858    0.002 socket.py:688(create_connection)
    65645    0.364    0.000   11.669    0.000 base.py:622(_coerce_scalar_to_index)
  5387169    4.814    0.000   11.576    0.000 internals.py:163(to_dense)
   798786    1.349    0.000   11.503    0.000 common.py:264(needs_i8_conversion)
 20514472   11.479    0.000   11.479    0.000 {method 'get' of 'dict' objects}
   435339    0.620    0.000   11.421    0.000 ast.py:30(parse)
     7400    0.237    0.000   11.349    0.002 html5parser.py:60(__init__)
  1513531    3.552    0.000   11.320    0.000 base.py:2104(get_loc)
    45819    0.116    0.000   11.222    0.000 internals.py:3385(<listcomp>)
  4093384   11.152    0.000   11.152    0.000 generic.py:2730(__getattr__)
  5189121    7.554    0.000   11.139    0.000 range.py:458(__len__)
  3862946    3.131    0.000   11.112    0.000 base.py:527(get_values)
    91638    0.239    0.000   11.105    0.000 internals.py:3382(<lambda>)
    91638    0.613    0.000   10.867    0.000 base.py:652(copy)
  4715391    6.836    0.000   10.864    0.000 internals.py:4174(internal_values)
    14800    0.081    0.000   10.821    0.001 element.py:1273(find)
   435339   10.800    0.000   10.800    0.000 {built-in method builtins.compile}
  3907661    3.050    0.000   10.779    0.000 re.py:231(compile)
    14800    0.083    0.000   10.733    0.001 element.py:1284(find_all)
    14800    0.900    0.000   10.651    0.001 element.py:518(_find_all)
   111000    0.247    0.000   10.534    0.000 html5parser.py:1033(startTagCloseP)
     7400    0.607    0.000   10.515    0.001 html5parser.py:77(<listcomp>)
  1110000    2.585    0.000   10.412    0.000 _tokenizer.py:242(dataState)
    91644    0.131    0.000   10.370    0.000 generic.py:2910(values)
   638357   10.275    0.000   10.275    0.000 {pandas.algos.take_2d_axis1_object_object}
  5799414    6.769    0.000   10.257    0.000 common.py:333(_get_dtype)
  4065615   10.254    0.000   10.254    0.000 {method 'tell' of '_io.TextIOWrapper' objects}
  1476117    7.460    0.000   10.117    0.000 base.py:606(_get_attributes_dict)
   773661   10.097    0.000   10.097    0.000 {built-in method pandas.lib.list_to_object_array}
