         2489008691 function calls (2462086321 primitive calls) in 9491.630 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
   161771    6.894    0.000  187.555    0.001 tweetProcessor.py:133(find_relevant_words)
   161773    3.343    0.000  186.623    0.001 merge.py:1599(get_result)
  4523157   93.438    0.000  186.420    0.000 __init__.py:246(__init__)
     7929    0.073    0.000  183.493    0.023 html5parser.py:223(parse)
     7929    0.144    0.000  183.416    0.023 html5parser.py:80(_parse)
   323542   12.318    0.000  181.648    0.001 treetaggerwrapper.py:1454(_prepare_text)
  1328612   13.326    0.000  178.132    0.000 internals.py:2745(__init__)
516461/351061    2.943    0.000  175.898    0.001 indexing.py:1302(__getitem__)
    96758    1.956    0.000  175.771    0.002 frame.py:4846(count)
     7929    6.541    0.001  174.567    0.022 html5parser.py:152(mainLoop)
        2    0.000    0.000  174.046   87.023 groupby.py:3301(_wrap_applied_output)
        2    0.276    0.138  174.045   87.023 groupby.py:845(_concat_objects)
   161771    2.383    0.000  170.448    0.001 series.py:646(_get_with)
    48382    0.831    0.000  164.625    0.003 internals.py:4807(concatenate_block_managers)
  2251364   11.455    0.000  163.952    0.000 series.py:2834(_try_cast)
   161771    0.904    0.000  158.137    0.001 indexing.py:74(__getitem__)
   161771    1.535    0.000  157.063    0.001 indexing.py:999(_getitem_axis)
   161771    4.001    0.000  147.353    0.001 indexing.py:1034(_getitem_iterable)
   550588    2.802    0.000  144.696    0.000 series.py:2360(reindex)
  4020609   23.102    0.000  143.256    0.000 base.py:2146(get_value)
  9046348   36.939    0.000  137.574    0.000 __init__.py:490(formatTime)
  5885554   35.694    0.000  132.624    0.000 internals.py:2649(make_block)
    48382    1.994    0.000  131.430    0.003 internals.py:4823(<listcomp>)
   642505    7.886    0.000  127.359    0.000 <frozen importlib._bootstrap>:958(_find_and_load)
    68642    0.122    0.000  125.549    0.002 <string>:3(<lambda>)
    68642    1.589    0.000  125.427    0.002 <ipython-input-19-11ad5caad0fb>:1(propagate_candidates)
  1542394   49.453    0.000  118.322    0.000 internals.py:2841(_rebuild_blknos_and_blklocs)
 22575077   21.237    0.000  118.268    0.000 common.py:102(is_categorical_dtype)
   193530    1.052    0.000  117.935    0.001 internals.py:4910(concatenate_join_units)
  4523362   18.049    0.000  116.990    0.000 __init__.py:964(flush)
2076380/1689348    2.421    0.000  116.298    0.000 missing.py:27(isnull)
   161771    1.002    0.000  115.201    0.001 tweetProcessor.py:387(remove_emojis)
2076380/1689348    6.365    0.000  114.204    0.000 missing.py:48(_isnull_new)
  1031328    4.472    0.000  112.721    0.000 series.py:252(from_array)
  2518364   13.770    0.000  112.393    0.000 base.py:1643(equals)
    96758    0.463    0.000  111.670    0.001 missing.py:186(notnull)
   241897    5.110    0.000  109.261    0.000 internals.py:2978(apply)
   210151    2.044    0.000  106.519    0.001 internals.py:4259(create_block_manager_from_arrays)
 13899106   14.439    0.000  106.311    0.000 common.py:69(is_datetimetz)
   161771    0.954    0.000  105.276    0.001 series.py:2376(reindex_axis)
   323542    5.174    0.000  103.726    0.000 threading.py:828(start)
   440994   37.203    0.000  100.676    0.000 treetaggerwrapper.py:1593(_prepare_part)
   310534    2.416    0.000  100.234    0.000 indexing.py:1447(_getitem_axis)
   165400    2.991    0.000  100.071    0.001 indexing.py:894(_getitem_lowerdim)
  3272163   96.005    0.000   99.754    0.000 {method 'sub' of '_sre.SRE_Pattern' objects}
  1285017    3.911    0.000   99.149    0.000 frame.py:2061(_getitem_column)
 21003787   20.625    0.000   98.450    0.000 common.py:89(is_datetime64tz_dtype)
 92155999   90.493    0.000   97.861    0.000 {built-in method builtins.hasattr}
  2513514   24.423    0.000   97.620    0.000 cast.py:765(_possibly_cast_to_datetime)
   642505    6.360    0.000   96.114    0.000 <frozen importlib._bootstrap>:931(_find_and_load_unlocked)
  1285017    6.896    0.000   95.238    0.000 generic.py:1381(_get_item_cache)
131383954/107940022   60.748    0.000   94.838    0.000 {built-in method builtins.len}
  3144546   16.131    0.000   91.704    0.000 common.py:320(_coerce_to_dtype)
  3027530   17.647    0.000   90.950    0.000 internals.py:4031(__init__)
   161771    4.469    0.000   90.701    0.001 tweetProcessor.py:146(filter_words_only)
   161771    1.671    0.000   89.819    0.001 generic.py:2261(_reindex_axes)
   388821    2.684    0.000   88.729    0.000 frame.py:4223(<genexpr>)
   642505   15.582    0.000   87.391    0.000 <frozen importlib._bootstrap>:861(_find_spec)
    48380    0.150    0.000   85.871    0.002 frame.py:4437(join)
    48380    0.522    0.000   85.721    0.002 frame.py:4557(_join_compat)
75831662/75666262   70.428    0.000   85.363    0.000 {built-in method builtins.getattr}
    48380    0.356    0.000   84.947    0.002 merge.py:53(merge)
  4523174   83.841    0.000   83.841    0.000 {method 'flush' of '_io.TextIOWrapper' objects}
 50965800   34.899    0.000   83.483    0.000 generic.py:7(_check)
    48380    1.303    0.000   82.908    0.002 merge.py:545(get_result)
   210153    6.992    0.000   81.883    0.000 generic.py:2350(_reindex_with_indexers)
  1366388    2.076    0.000   81.217    0.000 html5parser.py:219(normalizedTokens)
   210151    9.372    0.000   80.400    0.000 internals.py:4270(form_blocks)
    96758    0.614    0.000   80.197    0.001 internals.py:3155(isnull)
  2314995   20.047    0.000   80.061    0.000 cast.py:227(_maybe_promote)
   310534    0.889    0.000   77.020    0.000 indexing.py:89(_get_label)
   310534    5.770    0.000   75.943    0.000 generic.py:1679(xs)
 24497926   49.277    0.000   74.174    0.000 common.py:357(_get_dtype_type)
  1572273    5.054    0.000   72.097    0.000 generic.py:131(_validate_dtype)
  1366388   11.783    0.000   68.693    0.000 _tokenizer.py:49(__iter__)
21837896/21098630   55.663    0.000   66.711    0.000 {built-in method numpy.core.multiarray.array}
 15380785   20.603    0.000   64.468    0.000 {pandas.lib.values_from_object}
    96758    0.164    0.000   64.014    0.001 indexing.py:794(_getitem_tuple)
    48378    1.098    0.000   62.839    0.001 frame.py:5497(_to_arrays)
   210153    3.242    0.000   62.493    0.000 base.py:1440(append)
   161773    1.569    0.000   62.404    0.000 merge.py:1664(_get_new_axes)
   183880   61.950    0.000   61.950    0.000 {method 'findall' of '_sre.SRE_Pattern' objects}
   642505    1.875    0.000   61.589    0.000 <frozen importlib._bootstrap_external>:1149(find_spec)
    48378    3.194    0.000   61.121    0.001 frame.py:5601(_list_of_series_to_arrays)
  7888045   32.778    0.000   61.113    0.000 generic.py:2746(__setattr__)
  9046348   60.191    0.000   60.191    0.000 {built-in method time.strftime}
   642505    5.762    0.000   59.714    0.000 <frozen importlib._bootstrap_external>:1117(_get_spec)
   210151    4.354    0.000   58.679    0.000 frame.py:5689(_homogenize)
  2261404    3.641    0.000   58.035    0.000 internals.py:3529(_consolidate_inplace)
   324106    3.701    0.000   57.763    0.000 threading.py:533(wait)
   205927    0.974    0.000   57.637    0.000 indexing.py:1599(_getitem_axis)
  4575390   57.511    0.000   57.511    0.000 {method 'search' of '_sre.SRE_Pattern' objects}
  2388646    6.584    0.000   56.938    0.000 common.py:301(is_extension_type)
  6810498    9.097    0.000   56.322    0.000 common.py:64(is_categorical)
  2186101    4.418    0.000   55.651    0.000 generic.py:2795(_consolidate_inplace)
   193530    8.894    0.000   55.056    0.000 internals.py:4830(get_empty_dtype_and_na)
   161771    3.905    0.000   53.722    0.000 tweetProcessor.py:116(remove_user_mentions_hashtags)
  4523157   26.372    0.000   53.667    0.000 __init__.py:1369(findCaller)
  4523174   51.637    0.000   53.244    0.000 {method 'seek' of '_io.TextIOWrapper' objects}
  5885554   23.056    0.000   53.179    0.000 internals.py:96(__init__)
   161773    1.172    0.000   52.746    0.000 merge.py:1700(_get_concat_axis)
  2379623    6.233    0.000   52.740    0.000 generic.py:2785(_protect_consolidate)
507456/475740    1.485    0.000   52.646    0.000 html5parser.py:410(processStartTag)
  8412129    5.976    0.000   52.480    0.000 numeric.py:463(asarray)
   323353    4.667    0.000   52.199    0.000 threading.py:263(wait)
   161773    2.773    0.000   51.905    0.000 frame.py:5411(extract_index)
  5334706   20.491    0.000   51.369    0.000 internals.py:2786(shape)
   161773    0.703    0.000   50.920    0.000 merge.py:1756(_concat_indexes)
    48380    0.620    0.000   50.484    0.001 generic.py:2387(filter)
   210153    2.663    0.000   50.470    0.000 base.py:2496(reindex)
  2681405   16.695    0.000   50.402    0.000 common.py:365(_asarray_tuplesafe)
   642505   14.850    0.000   49.938    0.000 <frozen importlib._bootstrap_external>:1233(find_spec)
  2702552    9.741    0.000   48.982    0.000 internals.py:208(make_block_same_class)
    48380    0.298    0.000   48.934    0.001 frame.py:2818(reindex)
  4814573    6.750    0.000   48.827    0.000 {method 'any' of 'numpy.ndarray' objects}
   161771    3.149    0.000   47.821    0.000 tweetProcessor.py:359(remove_candidates_names)
   210151    3.223    0.000   47.290    0.000 internals.py:3856(_slice_take_blocks_ax0)
    96758    0.889    0.000   47.237    0.000 generic.py:5618(stat_func)
   690891    7.403    0.000   46.334    0.000 base.py:1506(take)
  1619399   45.752    0.000   45.752    0.000 {method 'acquire' of '_thread.lock' objects}
    48380    0.387    0.000   45.181    0.001 frame.py:2755(_reindex_axes)
    96758    1.411    0.000   45.138    0.000 frame.py:4928(_reduce)
  6877627    8.982    0.000   44.999    0.000 common.py:54(is_object_dtype)
    68642    0.454    0.000   44.811    0.001 frame.py:2405(__setitem__)
    48380    0.336    0.000   44.794    0.001 frame.py:2780(_reindex_columns)
   193530    1.262    0.000   44.793    0.000 internals.py:4920(<listcomp>)
  2122867   11.905    0.000   44.492    0.000 missing.py:245(array_equivalent)
  2186101    6.291    0.000   44.322    0.000 generic.py:2798(f)
   467811    2.503    0.000   43.923    0.000 base.py:292(insertElementNormal)
  3088333   17.347    0.000   43.869    0.000 internals.py:1811(__init__)
   798882    3.985    0.000   43.531    0.000 internals.py:5170(get_reindexed_values)
    68642    0.499    0.000   43.445    0.001 frame.py:2473(_set_item)
   642509    5.234    0.000   43.237    0.000 internals.py:3536(get)
  1294168    4.553    0.000   42.518    0.000 treetaggerwrapper.py:1772(build_with_callable)
 28909125   42.461    0.000   42.461    0.000 {method 'match' of '_sre.SRE_Pattern' objects}
  5407543   42.461    0.000   42.461    0.000 {method 'reduce' of 'numpy.ufunc' objects}
  4814575    4.158    0.000   42.077    0.000 _methods.py:37(_any)
   371934    7.848    0.000   41.606    0.000 concat.py:24(get_dtype_kinds)
   387032    3.890    0.000   41.500    0.000 internals.py:346(apply)
   323542   41.223    0.000   41.223    0.000 {built-in method _thread.start_new_thread}
  5628810    6.691    0.000   41.147    0.000 common.py:98(is_period_dtype)
  2391661   40.882    0.000   40.882    0.000 {method 'spell' of 'HunSpell' objects}
  9046348   40.443    0.000   40.443    0.000 {built-in method time.localtime}
   883232   10.962    0.000   39.917    0.000 missing.py:120(_isnull_ndarraylike)
  5899238    6.226    0.000   39.664    0.000 series.py:391(get_values)
    68642    0.175    0.000   39.484    0.001 indexing.py:1558(_getitem_tuple)
  6992270    6.917    0.000   39.268    0.000 base.py:3637(_ensure_index)
   642509    4.215    0.000   39.267    0.000 frame.py:2393(_box_item_values)
   213781    3.014    0.000   38.533    0.000 internals.py:4511(_consolidate)
   642511   19.771    0.000   37.722    0.000 indexing.py:1857(maybe_convert_indices)
    68642    0.325    0.000   36.636    0.001 generic.py:1499(_set_item)
    68642    0.854    0.000   36.179    0.001 internals.py:3636(set)
   941243    8.927    0.000   36.102    0.000 cast.py:672(_possibly_infer_to_datetimelike)
   210153    0.862    0.000   36.081    0.000 base.py:1478(_append_same_dtype)
    48379    0.433    0.000   35.700    0.001 generic.py:3057(copy)
   210153    3.225    0.000   35.219    0.000 concat.py:392(_concat_index_asobject)
   642508    3.828    0.000   35.188    0.000 indexing.py:1806(check_bool_indexer)
 10477055   11.136    0.000   34.898    0.000 series.py:333(dtype)
   440562    2.727    0.000   34.887    0.000 generic.py:2803(consolidate)
  1635397    6.148    0.000   34.734    0.000 treetaggerwrapper.py:2001(split_on_regexp)
  5628810   14.702    0.000   34.456    0.000 dtypes.py:347(is_dtype)
    48379    0.365    0.000   34.423    0.001 internals.py:3364(copy)
 13809980    9.226    0.000   34.251    0.000 <frozen importlib._bootstrap>:989(_handle_fromlist)
  2639630   13.243    0.000   34.095    0.000 numeric.py:2686(seterr)
        4    0.838    0.209   33.896    8.474 api.py:45(_union_indexes)
  3031536   32.539    0.000   33.765    0.000 {pandas.lib.infer_dtype}
  5899238   13.334    0.000   33.438    0.000 internals.py:4177(get_values)
  1114829   10.298    0.000   32.602    0.000 internals.py:2966(_verify_integrity)
  2186101    3.072    0.000   32.493    0.000 internals.py:3513(consolidate)
  2788447   16.372    0.000   32.404    0.000 base.py:334(_simple_new)
    68642    1.984    0.000   31.743    0.000 internals.py:3748(insert)
  1954456    1.551    0.000   31.449    0.000 tweetProcessor.py:376(is_correctly_spelled)
  4468427   10.668    0.000   31.379    0.000 base.py:1131(_convert_scalar_indexer)
   598968    1.981    0.000   31.372    0.000 generic.py:2244(<listcomp>)
  4523157   11.041    0.000   30.965    0.000 posixpath.py:119(splitext)
  2038229   30.892    0.000   30.892    0.000 {method 'split' of '_sre.SRE_Pattern' objects}
 15842347    8.702    0.000   30.878    0.000 internals.py:2788(<genexpr>)
   278795    1.557    0.000   30.865    0.000 base.py:379(_shallow_copy_with_infer)
   161781    1.725    0.000   30.343    0.000 concat.py:99(_concat_compat)
  9046536    8.072    0.000   30.117    0.000 __init__.py:541(formatMessage)
   798882    3.413    0.000   29.743    0.000 internals.py:5141(is_null)
  5241482    4.205    0.000   29.497    0.000 common.py:59(is_sparse)
  7011012   10.081    0.000   29.111    0.000 common.py:81(is_datetime64_dtype)
   642509    2.423    0.000   29.099    0.000 frame.py:2400(_box_col_values)
   516468    4.517    0.000   28.800    0.000 internals.py:4528(_merge_blocks)
  1049810    5.611    0.000   28.247    0.000 base.py:371(_shallow_copy)
  2350630    8.416    0.000   27.976    0.000 common.py:194(is_bool_indexer)
   137284    0.260    0.000   27.592    0.000 indexing.py:104(_get_loc)
   642509    7.834    0.000   27.589    0.000 internals.py:3565(iget)
    96759    0.484    0.000   27.253    0.000 generic.py:805(__invert__)
  4310580   12.186    0.000   27.118    0.000 candidate.py:35(regex)
  3027530   15.101    0.000   27.070    0.000 series.py:286(_set_axis)
  4523157   14.615    0.000   26.910    0.000 posixpath.py:142(basename)
    68642    0.334    0.000   26.839    0.000 groupby.py:4012(__iter__)
  9046536    9.414    0.000   26.717    0.000 __init__.py:535(usesTime)
    68642    1.007    0.000   26.680    0.000 frame.py:1953(_ixs)
   598968    1.663    0.000   26.671    0.000 base.py:1663(identical)
   282418    8.475    0.000   26.591    0.000 internals.py:3481(fast_xs)
    68641    0.318    0.000   26.191    0.000 groupby.py:4067(_chop)
  6206527   26.085    0.000   26.085    0.000 {built-in method numpy.core.multiarray.empty}
    48382    0.306    0.000   24.701    0.001 internals.py:4820(<listcomp>)
    68643    0.295    0.000   24.527    0.000 indexing.py:1587(_get_slice_axis)
   642505    3.841    0.000   24.425    0.000 range.py:249(_shallow_copy)
   213780   10.514    0.000   24.395    0.000 internals.py:4935(get_mgr_concatenation_plan)
   306913    4.208    0.000   24.158    0.000 base.py:2217(get_indexer)
    68642    0.763    0.000   24.090    0.000 base.py:3223(insert)
   517985    1.545    0.000   23.763    0.000 base.py:318(insertText)
 10477055   13.632    0.000   23.762    0.000 internals.py:4147(dtype)
  2004646    8.730    0.000   23.728    0.000 dtypes.py:221(construct_from_string)
  4919540    6.832    0.000   23.581    0.000 generic.py:353(_get_axis)
  1319815    5.354    0.000   23.210    0.000 numeric.py:3088(__exit__)
    96758    0.473    0.000   22.991    0.000 frame.py:4932(f)
   485313    2.767    0.000   22.962    0.000 ast.py:40(literal_eval)
    68643    0.129    0.000   22.854    0.000 indexing.py:107(_slice)
    68644    0.783    0.000   22.725    0.000 generic.py:1483(_slice)
    96758    1.457    0.000   22.517    0.000 nanops.py:41(_f)
  9046536   22.046    0.000   22.046    0.000 __init__.py:385(format)
   517985    1.938    0.000   22.038    0.000 _html5lib.py:313(insertText)
    48380    0.222    0.000   21.916    0.000 internals.py:4686(items_overlap_with_suffix)
 10449413   14.240    0.000   21.794    0.000 __init__.py:1537(isEnabledFor)
21035886/21035884   16.374    0.000   21.685    0.000 base.py:491(__len__)
    48380    1.505    0.000   21.596    0.000 base.py:1905(intersection)
  1397253    6.643    0.000   21.529    0.000 internals.py:3257(_consolidate_check)
    96758    0.868    0.000   21.446    0.000 generic.py:949(__array_wrap__)
  2105069    3.390    0.000   20.917    0.000 common.py:106(is_string_dtype)
  8226719   11.672    0.000   20.648    0.000 base.py:522(values)
  5885556   12.092    0.000   20.443    0.000 internals.py:216(mgr_locs)
  4899460   10.245    0.000   20.144    0.000 series.py:322(name)
    68644    0.964    0.000   20.136    0.000 internals.py:3337(get_slice)
  4020609   20.130    0.000   20.130    0.000 {method 'get_value' of 'pandas.index.IndexEngine' objects}
  1319815    3.509    0.000   19.749    0.000 numeric.py:3083(__enter__)
  1430164    4.950    0.000   19.607    0.000 function.py:37(__call__)
   475740    9.726    0.000   19.443    0.000 _html5lib.py:120(elementClass)
  1807278    2.720    0.000   19.325    0.000 common.py:170(is_datetime64_any_dtype)
  2734266   11.513    0.000   19.126    0.000 base.py:1392(__contains__)
   993725    6.136    0.000   18.970    0.000 _html5lib.py:230(appendChild)
  1886440   10.019    0.000   18.777    0.000 base.py:1406(__getitem__)
 64389339   18.478    0.000   18.478    0.000 {built-in method builtins.issubclass}
 15098125   18.299    0.000   18.299    0.000 {method 'view' of 'numpy.ndarray' objects}
   928518   18.032    0.000   18.032    0.000 {pandas.algos.take_2d_axis0_int64_int64}
   642505    3.622    0.000   17.404    0.000 <frozen importlib._bootstrap>:146(__enter__)
  9046536    9.766    0.000   17.303    0.000 __init__.py:382(usesTime)
   388819   17.272    0.000   17.272    0.000 {pandas.lib.fast_multiget}
  5193799    5.022    0.000   17.181    0.000 series.py:386(_values)
  5253074    6.345    0.000   17.048    0.000 common.py:93(is_timedelta64_dtype)
  4523157   13.147    0.000   17.036    0.000 genericpath.py:117(_splitext)
    96760    1.230    0.000   17.035    0.000 frame.py:404(_init_ndarray)
   642505    1.276    0.000   16.867    0.000 <frozen importlib._bootstrap_external>:75(_path_stat)
    96758    0.630    0.000   16.725    0.000 nanops.py:76(f)
    48378    3.105    0.000   16.552    0.000 frame.py:5650(_convert_object_array)
  4287500   16.247    0.000   16.247    0.000 generic.py:114(__init__)
    96758    0.735    0.000   16.068    0.000 nanops.py:271(nansum)
  9046724    9.133    0.000   15.834    0.000 __init__.py:802(acquire)
   646305   15.708    0.000   15.708    0.000 {built-in method posix.stat}
  3116520    3.277    0.000   15.698    0.000 inference.py:53(is_list_like)
   310534    1.996    0.000   15.557    0.000 indexing.py:1371(_has_valid_type)
  4523157    8.266    0.000   15.232    0.000 posixpath.py:50(normcase)
  2004646    8.914    0.000   14.998    0.000 dtypes.py:170(__new__)
   323542    5.233    0.000   14.850    0.000 threading.py:757(__init__)
     7929    0.045    0.000   14.761    0.002 client.py:1236(request)
     7929    0.162    0.000   14.716    0.002 client.py:1241(_send_request)
  1485323    9.654    0.000   14.686    0.000 _html5lib.py:289(setAttributes)
  1430166    5.224    0.000   14.657    0.000 validators.py:129(validate_kwargs)
  3212525    5.593    0.000   14.538    0.000 <frozen importlib._bootstrap_external>:57(_path_join)
 10813528    9.806    0.000   14.484    0.000 _inputstream.py:240(char)
    68642    0.382    0.000   14.285    0.000 base.py:622(_coerce_scalar_to_index)
  1397253    3.830    0.000   14.255    0.000 internals.py:3258(<listcomp>)
     8951    3.350    0.000   14.251    0.002 tweetProcessor.py:336(typo_correction)
   485313    0.776    0.000   14.169    0.000 ast.py:30(parse)
     7929    0.032    0.000   13.937    0.002 client.py:1223(endheaders)
     7929    0.052    0.000   13.904    0.002 client.py:1017(_send_output)
     7929    0.092    0.000   13.842    0.002 client.py:956(send)
  4245734    3.590    0.000   13.696    0.000 base.py:527(get_values)
   706571   13.534    0.000   13.534    0.000 {pandas.algos.take_2d_axis1_object_object}
  5782545    9.123    0.000   13.450    0.000 range.py:458(__len__)
     7929    0.126    0.000   13.430    0.002 client.py:933(connect)
   485313   13.393    0.000   13.393    0.000 {built-in method builtins.compile}
 22475265   13.374    0.000   13.374    0.000 {method 'get' of 'dict' objects}
  4967926    9.482    0.000   13.358    0.000 generic.py:340(_get_axis_name)
  2639630   12.616    0.000   13.329    0.000 numeric.py:2786(geterr)
  4506062   13.320    0.000   13.320    0.000 generic.py:2730(__getattr__)
    48378    0.203    0.000   13.288    0.000 frame.py:5666(<listcomp>)
     7929    0.118    0.000   13.245    0.002 socket.py:688(create_connection)
  1664195    4.229    0.000   13.140    0.000 base.py:2104(get_loc)
   193512    0.633    0.000   13.085    0.000 frame.py:5660(convert)
  5899238    5.425    0.000   13.029    0.000 internals.py:163(to_dense)
    96758    0.995    0.000   12.949    0.000 generic.py:3007(astype)
    15858    0.102    0.000   12.845    0.001 element.py:1273(find)
    15858    0.098    0.000   12.736    0.001 element.py:1284(find_all)
    15858    1.120    0.000   12.638    0.001 element.py:518(_find_all)
    96760    0.810    0.000   12.331    0.000 internals.py:4236(create_block_manager_from_blocks)
  1189350    3.189    0.000   12.287    0.000 _tokenizer.py:242(dataState)
  9046536   12.219    0.000   12.219    0.000 __init__.py:324(getMessage)
     7929    0.284    0.000   12.168    0.002 html5parser.py:60(__init__)
  5193799    7.634    0.000   12.158    0.000 internals.py:4174(internal_values)
  4523174   12.095    0.000   12.095    0.000 {method 'tell' of '_io.TextIOWrapper' objects}
   561868   12.037    0.000   12.037    0.000 {pandas.algos.take_1d_object_object}
  1888203    7.144    0.000   12.029    0.000 _inputstream.py:320(charsUntil)
  1607400    8.816    0.000   11.890    0.000 base.py:606(_get_attributes_dict)
   437982    0.427    0.000   11.856    0.000 treetaggerwrapper.py:1961(split_dns)
  4310580    3.239    0.000   11.592    0.000 re.py:231(compile)
   321465    0.590    0.000   11.504    0.000 treetaggerwrapper.py:1984(split_url)
  6330375    7.603    0.000   11.461    0.000 common.py:333(_get_dtype)
   842743    1.366    0.000   11.391    0.000 common.py:264(needs_i8_conversion)
   849645   11.369    0.000   11.369    0.000 {built-in method pandas.lib.list_to_object_array}
    48379    0.119    0.000   11.298    0.000 internals.py:3385(<listcomp>)
  1363788    4.964    0.000   11.236    0.000 _tokenizer.py:873(attributeNameState)
