         7589360063 function calls (7481158152 primitive calls) in 17667.493 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
10712791/7796978  185.501    0.000  846.431    0.000 base.py:142(__new__)
  4000170   18.730    0.000  837.204    0.000 __init__.py:1414(_log)
  1208705   28.882    0.000  833.283    0.001 generic.py:1650(take)
   656194    5.669    0.000  778.997    0.001 groupby.py:3747(_get_data_to_aggregate)
   656194    3.130    0.000  770.977    0.001 base.py:317(_obj_with_exclusions)
   656194   15.182    0.000  767.694    0.001 generic.py:1876(drop)
1445615174/1445614988  519.856    0.000  756.937    0.000 {built-in method builtins.isinstance}
   604342    4.888    0.000  752.504    0.001 series.py:1530(append)
   358860    6.036    0.000  744.098    0.002 frame.py:3852(first_valid_index)
  9277041  127.827    0.000  720.781    0.000 algorithms.py:1010(take_nd)
   604357   26.802    0.000  698.590    0.001 merge.py:1460(__init__)
  1208708   24.333    0.000  680.586    0.001 internals.py:3943(take)
   835627    5.725    0.000  668.605    0.001 frame.py:2818(reindex)
   783787    4.942    0.000  652.668    0.001 frame.py:5391(_arrays_to_mgr)
   604357   11.712    0.000  637.304    0.001 merge.py:1599(get_result)
  1439975   24.135    0.000  612.157    0.000 generic.py:2350(_reindex_with_indexers)
  1553350   29.613    0.000  610.170    0.000 internals.py:2978(apply)
  5725539   43.468    0.000  607.625    0.000 internals.py:2745(__init__)
  1208684   42.064    0.000  606.462    0.001 treetaggerwrapper.py:1454(_prepare_text)
        6    0.003    0.000  601.844  100.307 groupby.py:3301(_wrap_applied_output)
        6    0.344    0.057  601.838  100.306 groupby.py:845(_concat_objects)
   604360    7.088    0.000  593.118    0.001 frame.py:349(_init_dict)
   358860    6.695    0.000  590.610    0.002 frame.py:4846(count)
   835627    5.853    0.000  580.671    0.001 frame.py:2755(_reindex_axes)
   835627    5.530    0.000  574.819    0.001 frame.py:2780(_reindex_columns)
  4000170   11.071    0.000  570.812    0.000 __init__.py:1439(handle)
   179448    2.789    0.000  561.079    0.003 internals.py:4807(concatenate_block_managers)
1913940/1300881    8.755    0.000  556.305    0.000 indexing.py:1302(__getitem__)
  4000170   24.371    0.000  555.696    0.000 __init__.py:1493(callHandlers)
  7455297   59.703    0.000  532.827    0.000 series.py:2817(_sanitize_array)
  4000808   16.118    0.000  531.324    0.000 __init__.py:845(handle)
  4693075   35.587    0.000  517.339    0.000 internals.py:1001(take_nd)
   604342    6.874    0.000  511.864    0.001 series.py:646(_get_with)
  4000170   13.987    0.000  497.827    0.000 handlers.py:63(emit)
 16035952   80.115    0.000  493.890    0.000 base.py:2146(get_value)
162192955  215.748    0.000  479.208    0.000 dtypes.py:74(is_dtype)
   604342    3.016    0.000  474.402    0.001 indexing.py:74(__getitem__)
   604342    5.874    0.000  470.808    0.001 indexing.py:999(_getitem_axis)
  7174243  179.864    0.000  450.197    0.000 internals.py:2841(_rebuild_blknos_and_blklocs)
   179448    7.065    0.000  441.619    0.002 internals.py:4823(<listcomp>)
 21199444  115.079    0.000  439.101    0.000 internals.py:2649(make_block)
   604342   12.608    0.000  437.271    0.001 indexing.py:1034(_getitem_iterable)
   656194   10.782    0.000  419.995    0.001 groupby.py:3787(_wrap_agged_blocks)
  2057245    7.910    0.000  415.551    0.000 series.py:2360(reindex)
  1439969   28.247    0.000  404.667    0.000 internals.py:3856(_slice_take_blocks_ax0)
   717816    3.523    0.000  392.144    0.001 internals.py:4910(concatenate_join_units)
   604342    3.320    0.000  384.183    0.001 tweetProcessor.py:387(remove_emojis)
6651596/5216156    6.737    0.000  382.229    0.000 missing.py:27(isnull)
   254199    0.370    0.000  379.347    0.001 <string>:18(<lambda>)
   254199    4.820    0.000  378.977    0.001 <ipython-input-2-11ad5caad0fb>:1(propagate_candidates)
   358860    1.403    0.000  378.505    0.001 missing.py:186(notnull)
6651596/5216156   17.994    0.000  376.616    0.000 missing.py:48(_isnull_new)
  8010839   14.947    0.000  364.305    0.000 internals.py:3529(_consolidate_inplace)
  7201104   25.931    0.000  361.389    0.000 series.py:2834(_try_cast)
  2765324   10.452    0.000  351.150    0.000 series.py:252(from_array)
 12122112  323.219    0.000  336.336    0.000 {method 'sub' of '_sre.SRE_Pattern' objects}
  1208684   19.427    0.000  334.383    0.000 threading.py:828(start)
  1623332  123.293    0.000  334.203    0.000 treetaggerwrapper.py:1593(_prepare_part)
   783787    6.161    0.000  333.984    0.000 internals.py:4259(create_block_manager_from_arrays)
 10167956   39.677    0.000  329.989    0.000 base.py:1643(equals)
  1208714    9.037    0.000  329.587    0.000 internals.py:3848(<listcomp>)
  1151340    8.189    0.000  324.537    0.000 indexing.py:1447(_getitem_axis)
   613059    9.465    0.000  318.891    0.001 indexing.py:894(_getitem_lowerdim)
   604342    3.077    0.000  310.145    0.001 series.py:2376(reindex_axis)
 47610944   43.527    0.000  305.813    0.000 common.py:69(is_datetimetz)
  1452915    8.339    0.000  298.066    0.000 frame.py:4223(<genexpr>)
 73591376   63.278    0.000  296.755    0.000 common.py:102(is_categorical_dtype)
475265154/378588177  195.118    0.000  282.000    0.000 {built-in method builtins.len}
   179433    0.455    0.000  280.552    0.002 frame.py:4437(join)
   179433    1.593    0.000  280.096    0.002 frame.py:4557(_join_compat)
   179433    1.223    0.000  277.647    0.002 merge.py:53(merge)
   358860    1.937    0.000  274.209    0.001 internals.py:3155(isnull)
   179433    4.280    0.000  270.706    0.002 merge.py:545(get_result)
 94136418  167.290    0.000  265.557    0.000 common.py:357(_get_dtype_type)
269717013/269103954  208.797    0.000  262.286    0.000 {built-in method builtins.getattr}
   604342    6.084    0.000  261.450    0.000 generic.py:2261(_reindex_axes)
297700731  249.177    0.000  260.174    0.000 {built-in method builtins.hasattr}
   656200    5.748    0.000  257.720    0.000 generic.py:3079(_convert)
  1448698   17.881    0.000  256.537    0.000 internals.py:4511(_consolidate)
   783787   31.106    0.000  255.097    0.000 internals.py:4270(form_blocks)
  1151340    2.645    0.000  251.118    0.000 indexing.py:89(_get_label)
  9013071   41.016    0.000  251.090    0.000 internals.py:4031(__init__)
  1151340   19.159    0.000  248.162    0.000 generic.py:1679(xs)
   656200    3.133    0.000  242.311    0.000 internals.py:3191(convert)
  4000170   28.052    0.000  240.710    0.000 handlers.py:177(shouldRollover)
  4000170    6.547    0.000  240.490    0.000 __init__.py:1056(emit)
 70172540   46.362    0.000  239.793    0.000 common.py:89(is_datetime64tz_dtype)
  8000978   10.655    0.000  238.944    0.000 __init__.py:822(format)
  4000808   15.306    0.000  236.092    0.000 __init__.py:975(emit)
168076546   99.753    0.000  232.369    0.000 generic.py:7(_check)
  6964282   51.566    0.000  230.556    0.000 cast.py:765(_possibly_cast_to_datetime)
  7605781   61.601    0.000  230.143    0.000 cast.py:227(_maybe_promote)
  8000978   39.387    0.000  228.246    0.000 __init__.py:557(format)
   656200   10.477    0.000  222.125    0.000 generic.py:3937(groupby)
   656194   10.630    0.000  221.371    0.000 base.py:3242(drop)
  2455035   29.894    0.000  216.427    0.000 base.py:2217(get_indexer)
   656200    2.418    0.000  213.306    0.000 groupby.py:1678(group_info)
  1439975   13.427    0.000  211.886    0.000 base.py:2496(reindex)
 56365703   59.606    0.000  211.488    0.000 {pandas.lib.values_from_object}
   656200    4.621    0.000  210.537    0.000 groupby.py:1686(_get_compressed_labels)
   358860    0.701    0.000  209.785    0.001 indexing.py:794(_getitem_tuple)
   179427    3.638    0.000  207.172    0.001 frame.py:5497(_to_arrays)
   656200    3.576    0.000  206.692    0.000 groupby.py:1502(groupby)
   604357    5.367    0.000  203.464    0.000 merge.py:1664(_get_new_axes)
   783790   10.258    0.000  203.298    0.000 base.py:1440(append)
86229752/84662193  184.445    0.000  203.184    0.000 {built-in method numpy.core.multiarray.array}
  2570182   41.697    0.000  202.480    0.000 internals.py:4528(_merge_blocks)
 11973291   67.115    0.000  202.265    0.000 common.py:365(_asarray_tuplesafe)
   656200   12.333    0.000  201.983    0.000 groupby.py:341(__init__)
   656200    2.034    0.000  201.976    0.000 groupby.py:1687(<listcomp>)
   179427   10.358    0.000  201.597    0.001 frame.py:5601(_list_of_series_to_arrays)
   656022  201.077    0.000  201.077    0.000 {method 'findall' of '_sre.SRE_Pattern' objects}
  1312400    2.187    0.000  200.301    0.000 groupby.py:2315(labels)
 27953665   23.328    0.000  199.139    0.000 base.py:3637(_ensure_index)
   656200    6.657    0.000  198.114    0.000 groupby.py:2327(_make_labels)
   604342    9.681    0.000  197.921    0.000 tweetProcessor.py:292(correct)
  4000170   12.896    0.000  194.723    0.000 __init__.py:1399(makeRecord)
  1210610   13.604    0.000  192.492    0.000 threading.py:533(wait)
  4587370   54.158    0.000  191.639    0.000 missing.py:120(_isnull_ndarraylike)
 13359866  189.254    0.000  189.254    0.000 {method 'search' of '_sre.SRE_Pattern' objects}
  2521105    8.625    0.000  188.956    0.000 frame.py:2061(_getitem_column)
 21199444   70.464    0.000  188.788    0.000 internals.py:96(__init__)
  8269189   11.602    0.000  184.350    0.000 generic.py:2795(_consolidate_inplace)
  4000170   92.355    0.000  181.827    0.000 __init__.py:246(__init__)
  2521105   11.906    0.000  179.541    0.000 generic.py:1381(_get_item_cache)
  8986927   20.177    0.000  177.744    0.000 generic.py:2785(_protect_consolidate)
   656200   20.165    0.000  176.786    0.000 groupby.py:2340(_get_grouper)
   717816   28.768    0.000  175.813    0.000 internals.py:4830(get_empty_dtype_and_na)
   762600    3.345    0.000  175.433    0.000 indexing.py:1599(_getitem_axis)
  1209821   15.980    0.000  172.617    0.000 threading.py:263(wait)
   604357    3.975    0.000  171.674    0.000 merge.py:1700(_get_concat_axis)
   604342   12.160    0.000  171.452    0.000 tweetProcessor.py:116(remove_user_mentions_hashtags)
 40161548   23.197    0.000  170.945    0.000 numeric.py:463(asarray)
 22320734   65.756    0.000  167.669    0.000 internals.py:2786(shape)
   604357    2.280    0.000  165.507    0.000 merge.py:1756(_concat_indexes)
 23267978   24.480    0.000  164.917    0.000 common.py:64(is_categorical)
   783787    9.512    0.000  164.393    0.000 frame.py:5689(_homogenize)
   179433    2.033    0.000  162.821    0.001 generic.py:2387(filter)
   604342   10.072    0.000  157.348    0.000 tweetProcessor.py:359(remove_candidates_names)
   358860    2.862    0.000  156.638    0.000 generic.py:5618(stat_func)
 23888318   85.659    0.000  153.817    0.000 generic.py:2746(__setattr__)
   717816    3.613    0.000  153.010    0.000 internals.py:4920(<listcomp>)
  8269189   19.511    0.000  150.309    0.000 generic.py:2798(f)
  6056322  150.074    0.000  150.074    0.000 {method 'acquire' of '_thread.lock' objects}
   358860    4.640    0.000  149.646    0.000 frame.py:4928(_reduce)
  2960736   12.991    0.000  149.397    0.000 internals.py:5170(get_reindexed_values)
   604348    5.746    0.000  148.095    0.000 frame.py:5411(extract_index)
 25960966   28.390    0.000  143.527    0.000 common.py:54(is_object_dtype)
  1435440   12.482    0.000  143.371    0.000 internals.py:346(apply)
  4834736   16.041    0.000  142.803    0.000 treetaggerwrapper.py:1772(build_with_callable)
  6925592   23.232    0.000  142.533    0.000 common.py:320(_coerce_to_dtype)
  1388216   26.161    0.000  139.923    0.000 concat.py:24(get_dtype_kinds)
 11828279   54.948    0.000  139.677    0.000 base.py:334(_simple_new)
 15267259   19.492    0.000  137.988    0.000 {method 'any' of 'numpy.ndarray' objects}
 13267990  133.448    0.000  137.228    0.000 {pandas.lib.infer_dtype}
  8041161   36.029    0.000  133.138    0.000 missing.py:245(array_equivalent)
   254199    1.282    0.000  132.031    0.001 frame.py:2405(__setitem__)
101656952  130.880    0.000  130.880    0.000 {method 'match' of '_sre.SRE_Pattern' objects}
 18778453  128.986    0.000  128.986    0.000 {method 'reduce' of 'numpy.ufunc' objects}
   254199    1.409    0.000  128.126    0.001 frame.py:2473(_set_item)
   656203   22.919    0.000  127.012    0.000 algorithms.py:264(factorize)
  8575654   26.904    0.000  126.935    0.000 internals.py:208(make_block_same_class)
  8000340   33.128    0.000  125.066    0.000 __init__.py:490(formatTime)
  1208684  123.307    0.000  123.307    0.000 {built-in method _thread.start_new_thread}
  6500782   13.177    0.000  122.479    0.000 common.py:301(is_extension_type)
   179430    1.449    0.000  120.093    0.001 generic.py:3057(copy)
 56534756   34.186    0.000  119.990    0.000 <frozen importlib._bootstrap>:989(_handle_fromlist)
   254199    0.514    0.000  119.938    0.000 indexing.py:1558(_getitem_tuple)
  2892872   13.182    0.000  119.530    0.000 generic.py:2244(<listcomp>)
  9237426   46.407    0.000  119.436    0.000 internals.py:1811(__init__)
  4031320   18.357    0.000  119.296    0.000 base.py:371(_shallow_copy)
  4000808   14.362    0.000  119.011    0.000 __init__.py:964(flush)
 15267793   11.516    0.000  118.509    0.000 _methods.py:37(_any)
   358866    6.578    0.000  118.225    0.000 ops.py:803(wrapper)
   783781    3.083    0.000  115.935    0.000 base.py:1478(_append_same_dtype)
   179430    1.111    0.000  115.875    0.001 internals.py:3364(copy)
  6043083   19.690    0.000  115.665    0.000 treetaggerwrapper.py:2001(split_on_regexp)
  1642328    2.179    0.000  114.829    0.000 generic.py:2803(consolidate)
 20708027   18.866    0.000  113.931    0.000 series.py:391(get_values)
  8269189    9.605    0.000  113.227    0.000 internals.py:3513(consolidate)
 18787905   17.135    0.000  112.867    0.000 common.py:98(is_period_dtype)
   783781   10.727    0.000  112.853    0.000 concat.py:392(_concat_index_asobject)
 17695690   37.319    0.000  110.255    0.000 base.py:1131(_convert_scalar_indexer)
  3501492   28.471    0.000  108.490    0.000 cast.py:672(_possibly_infer_to_datetimelike)
   254199    0.910    0.000  107.993    0.000 generic.py:1499(_set_item)
  3462796    6.741    0.000  106.843    0.000 generic.py:131(_validate_dtype)
   254199    2.492    0.000  106.618    0.000 internals.py:3636(set)
  4276844   34.184    0.000  105.509    0.000 internals.py:2966(_verify_integrity)
   604426    5.352    0.000  103.714    0.000 concat.py:99(_concat_compat)
  7251767  102.784    0.000  102.784    0.000 {method 'split' of '_sre.SRE_Pattern' objects}
 66357860   30.705    0.000  101.913    0.000 internals.py:2788(<genexpr>)
 28226025  100.297    0.000  100.297    0.000 {built-in method numpy.core.multiarray.empty}
  7388415    5.289    0.000   99.586    0.000 tweetProcessor.py:376(is_correctly_spelled)
  1037983    5.000    0.000   97.257    0.000 base.py:379(_shallow_copy_with_infer)
 24493202   32.358    0.000   96.948    0.000 common.py:81(is_datetime64_dtype)
 18787905   37.325    0.000   95.732    0.000 dtypes.py:347(is_dtype)
 20708027   38.854    0.000   95.065    0.000 internals.py:4177(get_values)
  2892872    5.398    0.000   95.057    0.000 base.py:1663(identical)
  7410942   94.773    0.000   94.773    0.000 {method 'spell' of 'HunSpell' objects}
       21    1.575    0.075   93.463    4.451 api.py:45(_union_indexes)
   254202    6.064    0.000   93.233    0.000 internals.py:3748(insert)
 34277425   31.474    0.000   92.346    0.000 series.py:333(dtype)
   179448    1.085    0.000   92.052    0.001 internals.py:4820(<listcomp>)
  2960736   11.065    0.000   91.832    0.000 internals.py:5141(is_null)
   792510   39.358    0.000   90.967    0.000 internals.py:4935(get_mgr_concatenation_plan)
   358863    1.611    0.000   90.419    0.000 generic.py:805(__invert__)
  4000170   90.404    0.000   90.404    0.000 {method 'flush' of '_io.TextIOWrapper' objects}
  1968582   17.853    0.000   89.513    0.000 groupby.py:3882(<genexpr>)
  9013071   42.140    0.000   85.335    0.000 series.py:286(_set_axis)
 21199471   39.160    0.000   84.879    0.000 internals.py:216(mgr_locs)
  1046679   27.270    0.000   84.111    0.000 internals.py:3481(fast_xs)
 16119764   36.938    0.000   83.804    0.000 candidate.py:35(regex)
  1312415    7.166    0.000   83.412    0.000 frame.py:2393(_box_item_values)
   508398    0.741    0.000   82.745    0.000 indexing.py:104(_get_loc)
   254199    0.850    0.000   82.187    0.000 groupby.py:4012(__iter__)
 19763116   23.645    0.000   80.248    0.000 generic.py:353(_get_axis)
  1388135   13.785    0.000   80.181    0.000 base.py:1506(take)
   254199    3.047    0.000   80.162    0.000 frame.py:1953(_ixs)
   254196    0.904    0.000   80.125    0.000 groupby.py:4067(_chop)
 15937451   10.502    0.000   79.174    0.000 common.py:59(is_sparse)
  1813026    9.266    0.000   78.407    0.000 ast.py:40(literal_eval)
  1671248    8.303    0.000   78.016    0.000 base.py:955(set_names)
   358860    1.506    0.000   76.845    0.000 frame.py:4932(f)
 32599594   24.013    0.000   75.601    0.000 __init__.py:1279(debug)
   358860    4.710    0.000   75.338    0.000 nanops.py:41(_f)
   254202    0.907    0.000   75.108    0.000 indexing.py:1587(_get_slice_axis)
90077765/90077759   54.971    0.000   75.099    0.000 base.py:491(__len__)
  9144269   12.994    0.000   73.590    0.000 common.py:106(is_string_dtype)
  1312415    8.799    0.000   73.161    0.000 internals.py:3536(get)
  8051180   10.550    0.000   73.058    0.000 common.py:170(is_datetime64_any_dtype)
  5979738   22.504    0.000   71.901    0.000 internals.py:3257(_consolidate_check)
  7558780   20.243    0.000   71.750    0.000 common.py:194(is_bool_indexer)
   179433    0.721    0.000   71.377    0.000 internals.py:4686(items_overlap_with_suffix)
   358860    2.891    0.000   70.928    0.000 generic.py:949(__array_wrap__)
   179433    4.886    0.000   70.326    0.000 base.py:1905(intersection)
   254202    0.378    0.000   70.044    0.000 indexing.py:107(_slice)
   254205    2.416    0.000   69.668    0.000 generic.py:1483(_slice)
   254202    2.267    0.000   69.416    0.000 base.py:3223(insert)
  5093950    8.538    0.000   69.057    0.000 common.py:264(needs_i8_conversion)
 16035952   67.024    0.000   67.024    0.000 {method 'get_value' of 'pandas.index.IndexEngine' objects}
  8689068   38.710    0.000   66.743    0.000 base.py:1392(__contains__)
  1312415    4.283    0.000   65.705    0.000 frame.py:2400(_box_col_values)
 20341975   21.282    0.000   64.162    0.000 common.py:93(is_timedelta64_dtype)
   656194    4.130    0.000   63.585    0.000 base.py:3213(delete)
247344113/247343945   63.133    0.000   63.137    0.000 {built-in method builtins.issubclass}
   656194    4.340    0.000   62.612    0.000 groupby.py:1707(result_index)
 21070833   18.575    0.000   62.515    0.000 series.py:386(_values)
 11828318   16.199    0.000   61.881    0.000 __init__.py:175(iteritems)
   254205    3.010    0.000   61.678    0.000 internals.py:3337(get_slice)
  1208696    6.962    0.000   61.086    0.000 indexing.py:1806(check_bool_indexer)
 34277425   37.076    0.000   60.872    0.000 internals.py:4147(dtype)
 36599765   38.921    0.000   60.770    0.000 __init__.py:1537(isEnabledFor)
 33670773   31.468    0.000   60.434    0.000 base.py:522(values)
  1208708   30.960    0.000   58.103    0.000 indexing.py:1857(maybe_convert_indices)
   179427   12.001    0.000   57.695    0.000 frame.py:5650(_convert_object_array)
 17934190   18.096    0.000   56.482    0.000 inference.py:53(is_list_like)
   358860    2.036    0.000   56.350    0.000 nanops.py:76(f)
   358866    3.782    0.000   56.231    0.000 frame.py:404(_init_ndarray)
   656194    1.384    0.000   55.534    0.000 base.py:1014(rename)
 57982975   54.511    0.000   54.511    0.000 {method 'view' of 'numpy.ndarray' objects}
  8000340   54.430    0.000   54.430    0.000 {built-in method time.strftime}
   358860    2.321    0.000   54.224    0.000 nanops.py:271(nansum)
  1452909   53.748    0.000   53.748    0.000 {pandas.lib.fast_multiget}
 14809779   31.284    0.000   53.562    0.000 series.py:322(name)
  4000170   51.789    0.000   53.298    0.000 {method 'seek' of '_io.TextIOWrapper' objects}
  4000170   26.919    0.000   52.940    0.000 __init__.py:1369(findCaller)
  2455035   41.211    0.000   52.667    0.000 {method 'get_indexer' of 'pandas.index.IndexEngine' objects}
   656200   22.484    0.000   51.453    0.000 algorithms.py:166(safe_sort)
  1628140    5.016    0.000   50.586    0.000 shape_base.py:180(vstack)
  1151340    6.595    0.000   50.169    0.000 indexing.py:1371(_has_valid_type)
  1208684   18.046    0.000   50.026    0.000 threading.py:757(__init__)
  1813026    2.709    0.000   50.011    0.000 ast.py:30(parse)
 14484417   49.910    0.000   49.910    0.000 generic.py:114(__init__)
  1448713   10.369    0.000   49.599    0.000 internals.py:4581(_vstack)
  5935271   19.489    0.000   47.765    0.000 base.py:1406(__getitem__)
  1813026   47.303    0.000   47.303    0.000 {built-in method builtins.compile}
  5979738   12.905    0.000   47.011    0.000 internals.py:3258(<listcomp>)
 20598761   32.690    0.000   46.200    0.000 generic.py:340(_get_axis_name)
  1312415   14.300    0.000   46.045    0.000 internals.py:3565(iget)
   604342   11.826    0.000   46.000    0.000 tweetProcessor.py:146(filter_words_only)
   179427    0.652    0.000   45.146    0.000 frame.py:5666(<listcomp>)
   656200   25.061    0.000   44.849    0.000 function_base.py:4538(delete)
   717708    2.107    0.000   44.494    0.000 frame.py:5660(convert)
 21070833   27.781    0.000   43.939    0.000 internals.py:4174(internal_values)
  2061847   28.375    0.000   43.803    0.000 numeric.py:660(require)
   717738    2.813    0.000   42.455    0.000 generic.py:2868(as_matrix)
   358860    3.286    0.000   42.390    0.000 generic.py:3007(astype)
   358866    2.517    0.000   41.030    0.000 internals.py:4236(create_block_manager_from_blocks)
       12    0.001    0.000   40.610    3.384 dataframe.py:10(read_csv)
       12    0.003    0.000   40.609    3.384 parsers.py:494(parser_f)
       12    0.248    0.021   40.606    3.384 parsers.py:346(_read)
  4377815    5.074    0.000   40.285    0.000 internals.py:154(get_values)
  6260127   32.797    0.000   40.146    0.000 internals.py:4663(_get_blkno_placements)
  1208684    8.034    0.000   39.822    0.000 range.py:249(_shallow_copy)
  1613650    1.468    0.000   39.771    0.000 treetaggerwrapper.py:1961(split_dns)
   254202    1.165    0.000   39.532    0.000 base.py:622(_coerce_scalar_to_index)
12187217/12187211   39.069    0.000   39.069    0.000 {built-in method builtins.iter}
  3887864   13.855    0.000   39.022    0.000 dtypes.py:221(construct_from_string)
  1202187    2.218    0.000   39.002    0.000 treetaggerwrapper.py:1984(split_url)
  9711576   10.529    0.000   38.509    0.000 common.py:292(is_bool_dtype)
 26040798   25.318    0.000   38.173    0.000 common.py:333(_get_dtype)
   179430    0.415    0.000   38.115    0.000 internals.py:3385(<listcomp>)
   358860    0.786    0.000   37.701    0.000 internals.py:3382(<lambda>)
       12    0.001    0.000   37.545    3.129 parsers.py:934(read)
  8000340   37.509    0.000   37.509    0.000 {built-in method time.localtime}
       12    0.004    0.000   37.050    3.087 parsers.py:1506(read)
   358860    2.088    0.000   36.915    0.000 base.py:652(copy)
  5227678   36.879    0.000   36.879    0.000 {built-in method numpy.core.multiarray.concatenate}
  5024064   15.462    0.000   36.714    0.000 numeric.py:2686(seterr)
        3    0.005    0.002   36.291   12.097 dataframe.py:35(to_csv)
        3    0.001    0.000   36.286   12.095 frame.py:1303(to_csv)
        3    0.002    0.001   36.282   12.094 format.py:1452(save)
 16119764   10.698    0.000   36.241    0.000 re.py:231(compile)
   358866    6.862    0.000   36.197    0.000 ops.py:749(na_op)
        3    0.060    0.020   36.145   12.048 format.py:1560(_save)
      172    0.232    0.001   36.084    0.210 format.py:1578(_save_chunk)
 16082322   11.084    0.000   35.731    0.000 base.py:527(get_values)
  6107467   25.780    0.000   35.453    0.000 base.py:606(_get_attributes_dict)
  3170006   35.337    0.000   35.337    0.000 {built-in method pandas.lib.list_to_object_array}
 20708027   15.483    0.000   35.315    0.000 internals.py:163(to_dense)
 16420890   34.871    0.000   34.871    0.000 {built-in method numpy.core.multiarray.arange}
  2266763   34.793    0.000   34.793    0.000 {pandas.algos.take_2d_axis0_int64_int64}
  2955718    9.992    0.000   34.518    0.000 function.py:37(__call__)
  2141302   34.269    0.000   34.269    0.000 {pandas.algos.take_1d_object_object}
 13025496   29.442    0.000   34.106    0.000 internals.py:301(ftype)
       12   33.999    2.833   34.023    2.835 {method 'read' of 'pandas.parser.TextReader' objects}
   717738    2.210    0.000   32.750    0.000 internals.py:3391(as_matrix)
  3317793   12.290    0.000   32.673    0.000 base.py:1339(is_all_dates)
  1628140    4.627    0.000   32.122    0.000 shape_base.py:234(<listcomp>)
  7888690   15.579    0.000   30.662    0.000 generic.py:2713(__finalize__)
  1591371   30.526    0.000   30.526    0.000 {pandas.algos.take_2d_axis1_object_object}
  1659738    5.544    0.000   30.488    0.000 indexing.py:192(_convert_scalar_indexer)
   179457    0.661    0.000   30.452    0.000 internals.py:4385(_simple_blockify)
  5452810    8.301    0.000   29.894    0.000 common.py:188(is_datetime_or_timedelta_dtype)
   358860    3.366    0.000   29.809    0.000 nanops.py:175(_get_values)
  5406317   19.685    0.000   29.552    0.000 shape_base.py:61(atleast_2d)
  9277041   19.313    0.000   29.092    0.000 algorithms.py:977(_get_take_nd_function)
  9126066   17.734    0.000   29.043    0.000 tweetProcessor.py:211(is_word)
  4000170   11.525    0.000   29.010    0.000 posixpath.py:119(splitext)
  4030375    9.044    0.000   28.877    0.000 base.py:2104(get_loc)
 54947450   28.618    0.000   28.618    0.000 {method 'get' of 'dict' objects}
  8000978    7.466    0.000   28.465    0.000 __init__.py:541(formatMessage)
 12148195   28.380    0.000   28.380    0.000 generic.py:2730(__getattr__)
  3611918   11.018    0.000   28.376    0.000 validators.py:129(validate_kwargs)
  1613606    1.754    0.000   28.275    0.000 treetaggerwrapper.py:1996(split_email)
 76669344   28.058    0.000   28.058    0.000 internals.py:4077(_block)
   897264   18.660    0.000   27.915    0.000 internals.py:5014(combine_concat_plans)
  4945955   16.082    0.000   27.890    0.000 {built-in method builtins.sorted}
   179442    0.444    0.000   27.867    0.000 api.py:25(_get_combined_index)
