         7589360063 function calls (7481158152 primitive calls) in 17667.493 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
  1882505   27.756    0.000   27.756    0.000 {pandas.lib.isnullobj}
   358878    0.435    0.000   27.747    0.000 generic.py:2910(values)
      172   27.715    0.161   27.715    0.161 {pandas.lib.write_csv_rows}
  8097242    5.674    0.000   27.652    0.000 {built-in method builtins.all}
   792492   25.675    0.000   27.430    0.000 internals.py:4458(_interleaved_dtype)
   656200    8.256    0.000   27.170    0.000 groupby.py:2184(__init__)
138397632   27.052    0.000   27.052    0.000 {method 'append' of 'list' objects}
   656194    3.553    0.000   26.602    0.000 common.py:397(_index_labels_to_array)
 35445533   26.366    0.000   26.366    0.000 {method 'decode' of 'bytes' objects}
 11789305   17.676    0.000   26.203    0.000 series.py:326(name)
  1553344    3.622    0.000   25.708    0.000 internals.py:608(copy)
 16119776   25.520    0.000   25.543    0.000 re.py:286(_compile)
  4000176   14.410    0.000   25.472    0.000 posixpath.py:142(basename)
 13852225   25.369    0.000   25.369    0.000 {method 'ravel' of 'numpy.ndarray' objects}
   254205    0.992    0.000   25.335    0.000 internals.py:3347(<listcomp>)
   604342   15.212    0.000   25.307    0.000 tweetProcessor.py:133(find_relevant_words)
  6934250    9.936    0.000   25.237    0.000 {built-in method builtins.sum}
   358896   12.439    0.000   25.171    0.000 internals.py:4431(_stack_arrays)
  3887864   14.889    0.000   25.167    0.000 dtypes.py:170(__new__)
  9430650    6.314    0.000   25.115    0.000 numeric.py:534(asanyarray)
       15    0.007    0.000   24.996    1.666 merge.py:1688(_get_comb_axis)
  8000978    8.442    0.000   24.872    0.000 __init__.py:535(usesTime)
  7507006   11.523    0.000   24.569    0.000 common.py:135(is_dtype_equal)
 10892251   16.406    0.000   24.436    0.000 <frozen importlib._bootstrap>:402(parent)
 18084656   24.421    0.000   24.421    0.000 dtypes.py:132(construct_from_string)
  2512032    4.249    0.000   24.361    0.000 numeric.py:3083(__enter__)
  1016820    6.074    0.000   24.343    0.000 internals.py:269(getitem_block)
   971925   24.110    0.000   24.110    0.000 {pandas.lib.maybe_convert_objects}
 64788840   24.040    0.000   24.040    0.000 internals.py:297(dtype)
  7949256   17.493    0.000   23.801    0.000 generic.py:327(_get_axis_number)
   358860    1.334    0.000   23.406    0.000 internals.py:3188(astype)
  1208684    3.846    0.000   23.075    0.000 indexing.py:1282(_has_valid_type)
  2892878   16.667    0.000   22.640    0.000 generic.py:280(_construct_axes_from_arguments)
  8666996    7.641    0.000   22.495    0.000 base.py:874(_values)
  1208684    8.097    0.000   22.378    0.000 threading.py:1024(join)
  1208684    5.048    0.000   22.062    0.000 generic.py:873(empty)
 23151296   16.602    0.000   22.015    0.000 common.py:447(_apply_if_callable)
  4556845   21.948    0.000   21.948    0.000 {built-in method pandas.lib.array_equivalent_object}
 36599765   21.849    0.000   21.849    0.000 __init__.py:1523(getEffectiveLevel)
 10878162   15.058    0.000   21.827    0.000 range.py:458(__len__)
  5725539   11.309    0.000   21.298    0.000 internals.py:2746(<listcomp>)
   824347   21.285    0.000   21.285    0.000 {pandas.algos.take_2d_axis1_int64_int64}
 65360226   21.166    0.000   21.166    0.000 internals.py:179(mgr_locs)
  8000978   20.999    0.000   20.999    0.000 __init__.py:385(format)
 35890052   20.860    0.000   20.860    0.000 {pandas.lib.isscalar}
  2512032    4.213    0.000   20.815    0.000 numeric.py:3088(__exit__)
  9473248    7.318    0.000   20.265    0.000 internals.py:4517(<lambda>)
  2792765    3.223    0.000   20.020    0.000 {method 'all' of 'numpy.ndarray' objects}
 19797821   19.935    0.000   19.935    0.000 {method 'split' of 'str' objects}
  1435440    4.025    0.000   19.831    0.000 internals.py:190(make_block)
  2960736    4.179    0.000   19.671    0.000 internals.py:5128(dtype)
  1210610    4.923    0.000   19.542    0.000 threading.py:498(__init__)
  2455035   10.555    0.000   19.390    0.000 base.py:2390(_possibly_promote)
  2518282    6.589    0.000   18.787    0.000 generic.py:1348(_indexer)
  1312388    3.302    0.000   18.706    0.000 generic.py:869(__contains__)
  1208684    6.875    0.000   18.499    0.000 treetaggerwrapper.py:1821(split_sgml)
   613065    0.597    0.000   18.295    0.000 internals.py:1665(get_values)
   656203    2.915    0.000   18.232    0.000 algorithms.py:786(_get_data_algo)
4038904/1813026   13.813    0.000   18.043    0.000 ast.py:51(_convert)
  2417368    6.059    0.000   17.869    0.000 range.py:286(equals)
  1439999   10.055    0.000   17.330    0.000 base.py:1097(is_unique)
   963216    1.213    0.000   17.305    0.000 base.py:1331(inferred_type)
 14918451    8.457    0.000   17.207    0.000 {built-in method builtins.hash}
  7201104   17.177    0.000   17.177    0.000 cast.py:660(_possibly_castable)
  1202187    2.106    0.000   17.060    0.000 treetaggerwrapper.py:1896(blank_to_space)
   358860    2.150    0.000   17.028    0.000 base.py:669(_validate_names)
   783790    2.191    0.000   16.928    0.000 base.py:1121(is_categorical)
  1671260   16.911    0.000   16.911    0.000 {pandas.algos.take_1d_int64_int64}
  5850222    6.294    0.000   16.904    0.000 indexing.py:1907(is_list_like_indexer)
  2792765    2.103    0.000   16.797    0.000 _methods.py:40(_all)
 40654387   16.714    0.000   16.714    0.000 {built-in method time.time}
  8000978    9.854    0.000   16.430    0.000 __init__.py:382(usesTime)
   179439    1.723    0.000   16.320    0.000 internals.py:4399(_multi_blockify)
  2902885    6.615    0.000   16.139    0.000 generic.py:357(_get_block_manager_axis)
   358860    0.580    0.000   15.724    0.000 generic.py:2938(get_values)
  1613640    1.637    0.000   15.692    0.000 treetaggerwrapper.py:1944(split_ip)
 14348486   15.586    0.000   15.586    0.000 {method 'fill' of 'numpy.ndarray' objects}
  8001616    9.699    0.000   15.492    0.000 __init__.py:802(acquire)
 19509157   11.534    0.000   15.456    0.000 internals.py:2790(ndim)
  2417392    2.400    0.000   15.357    0.000 series.py:463(__len__)
  4149404    5.166    0.000   15.296    0.000 {built-in method builtins.any}
  1448713    3.195    0.000   15.269    0.000 fromnumeric.py:826(argsort)
  4000170   11.899    0.000   15.161    0.000 genericpath.py:117(_splitext)
  3073562    3.901    0.000   15.041    0.000 generic.py:912(<genexpr>)
  1202187   14.954    0.000   14.954    0.000 {method 'translate' of 'str' objects}
 10167965    9.731    0.000   14.750    0.000 base.py:465(is_)
  4000170    8.186    0.000   14.608    0.000 posixpath.py:50(normcase)
        6    0.416    0.069   14.463    2.410 internals.py:3405(_interleave)
  5024064   13.297    0.000   14.378    0.000 numeric.py:2786(geterr)
 12384589    9.174    0.000   14.236    0.000 internals.py:2968(<genexpr>)
  5558972    8.149    0.000   14.203    0.000 internals.py:4555(_extend_blocks)
  2960736    8.138    0.000   14.198    0.000 internals.py:5119(needs_filling)
  1046679    4.323    0.000   14.194    0.000 numeric.py:144(_convert_scalar_indexer)
   604357    3.053    0.000   13.824    0.000 merge.py:1528(<listcomp>)
  1439969    6.934    0.000   13.665    0.000 internals.py:5238(_preprocess_slice_or_indexer)
  4284574   13.614    0.000   13.614    0.000 {method 'get_loc' of 'pandas.index.IndexEngine' objects}
        6   13.571    2.262   13.571    2.262 {pandas.lib.map_infer}
  4733064    6.292    0.000   13.559    0.000 common.py:282(is_float_dtype)
   613059   12.395    0.000   13.522    0.000 internals.py:2274(_try_coerce_result)
1076580/358860    5.105    0.000   13.460    0.000 copy.py:132(deepcopy)
 35445533   13.412    0.000   13.412    0.000 {method 'strip' of 'str' objects}
  1448713   12.333    0.000   13.274    0.000 internals.py:4542(<listcomp>)
  1567559    2.071    0.000   13.252    0.000 series.py:473(__array__)
   358893    1.277    0.000   13.159    0.000 common.py:231(is_datetimelike_v_numeric)
  1210610   13.035    0.000   13.035    0.000 threading.py:215(__init__)
  9473248    9.935    0.000   12.947    0.000 internals.py:111(_consolidate_key)
   358860    1.030    0.000   12.896    0.000 internals.py:458(astype)
  1208684    4.534    0.000   12.840    0.000 indexing.py:155(_should_validate_iterable)
 17891354   12.574    0.000   12.576    0.000 {method 'join' of 'str' objects}
  3611918   12.340    0.000   12.340    0.000 validators.py:113(_check_for_invalid_keys)
   358860    4.640    0.000   12.281    0.000 nanops.py:643(_maybe_null_out)
   656194    1.202    0.000   12.207    0.000 internals.py:523(convert)
  2950217    6.379    0.000   12.165    0.000 internals.py:2829(_is_single_block)
  3135124    4.770    0.000   12.141    0.000 internals.py:2951(__len__)
  1448713    2.035    0.000   12.074    0.000 fromnumeric.py:55(_wrapfunc)
   254202    1.631    0.000   11.944    0.000 frame.py:2593(_sanitize_column)
 12655239    7.401    0.000   11.875    0.000 internals.py:3249(is_consolidated)
   358860    2.917    0.000   11.867    0.000 internals.py:463(_astype)
  2634501    3.519    0.000   11.798    0.000 base.py:1305(<lambda>)
   656194    8.744    0.000   11.796    0.000 {method 'get_labels' of 'pandas.hashtable.PyObjectHashTable' objects}
  6417538    9.713    0.000   11.788    0.000 threading.py:1226(current_thread)
  2275641    7.416    0.000   11.749    0.000 base.py:1302(_engine)
  2104913   11.743    0.000   11.743    0.000 {method 'argsort' of 'numpy.ndarray' objects}
  2509589    7.212    0.000   11.607    0.000 generic.py:1503(_set_is_copy)
   179433    0.908    0.000   11.314    0.000 merge.py:696(_get_join_info)
   254193    1.371    0.000   11.298    0.000 cast.py:33(_possibly_convert_platform)
  3317793   11.217    0.000   11.217    0.000 {pandas.lib.is_datetime_array}
 11828656   11.173    0.000   11.173    0.000 base.py:485(_reset_identity)
  1208684    7.713    0.000   11.106    0.000 treetaggerwrapper.py:1590(<listcomp>)
  4328693    9.603    0.000   11.045    0.000 generic.py:144(_init_mgr)
  4000170   10.701    0.000   10.701    0.000 {method 'tell' of '_io.TextIOWrapper' objects}
  1915781    3.082    0.000   10.674    0.000 numeric.py:1927(array_str)
  8000978   10.455    0.000   10.455    0.000 __init__.py:324(getMessage)
  1217038    4.323    0.000   10.419    0.000 threading.py:1062(_wait_for_tstate_lock)
   179433    3.263    0.000   10.128    0.000 base.py:2615(join)
  2170749    2.263    0.000    9.871    0.000 internals.py:4434(_asarray_compat)
  1452909    5.965    0.000    9.852    0.000 dtypes.py:315(construct_from_string)
  6107467    6.718    0.000    9.673    0.000 base.py:608(<listcomp>)
   783781    1.313    0.000    9.669    0.000 concat.py:399(<listcomp>)
   254199    1.238    0.000    9.617    0.000 indexing.py:146(_has_valid_tuple)
  8001616    7.128    0.000    9.610    0.000 __init__.py:809(release)
 21218162    9.549    0.000    9.549    0.000 {method 'items' of 'dict' objects}
  9386840    9.517    0.000    9.517    0.000 internals.py:326(iget)
  2960736    9.480    0.000    9.480    0.000 internals.py:5107(__init__)
   604342    1.027    0.000    9.475    0.000 merge.py:1607(<listcomp>)
  4000170    5.722    0.000    9.442    0.000 __init__.py:152(<lambda>)
   762600    1.598    0.000    9.349    0.000 indexing.py:1514(_has_valid_type)
  9013071    9.313    0.000    9.313    0.000 series.py:312(_set_subtyp)
  2879974    9.259    0.000    9.259    0.000 {method 'take' of 'numpy.ndarray' objects}
   835627    3.894    0.000    9.248    0.000 generic.py:2281(_needs_reindex_multi)
   343763    9.024    0.000    9.221    0.000 dictionnary.py:95(__contains__)
  3246664    9.035    0.000    9.035    0.000 re.py:324(_subx)
   717892    1.187    0.000    9.025    0.000 {method 'sum' of 'numpy.ndarray' objects}
  1671248    4.537    0.000    8.881    0.000 base.py:947(_set_names)
   781935    8.875    0.000    8.875    0.000 {pandas.algos.take_2d_axis0_object_object}
  1208696    4.404    0.000    8.750    0.000 generic.py:829(__hash__)
  6229383    5.377    0.000    8.527    0.000 inference.py:66(is_hashable)
  5347913    5.931    0.000    8.451    0.000 missing.py:563(clean_reindex_fill_method)
   179445    8.356    0.000    8.356    0.000 {pandas.lib.clean_index_list}
  8000340    8.333    0.000    8.333    0.000 {method 'write' of '_io.TextIOWrapper' objects}
  1875254    2.760    0.000    8.172    0.000 common.py:153(is_integer_dtype)
   656200    2.984    0.000    8.110    0.000 groupby.py:2502(_convert_grouper)
  3242986    8.036    0.000    8.036    0.000 {method 'copy' of 'numpy.ndarray' objects}
 10892251    8.030    0.000    8.030    0.000 {method 'rpartition' of 'str' objects}
 25839728    8.029    0.000    8.029    0.000 {pandas.lib.is_float}
 12358649    7.994    0.000    7.994    0.000 {built-in method builtins.max}
  1388159    7.979    0.000    7.979    0.000 {method 'nonzero' of 'numpy.ndarray' objects}
  1312415    3.429    0.000    7.959    0.000 generic.py:1395(_set_as_cached)
  2676648    1.034    0.000    7.958    0.000 internals.py:5039(_next_or_none)
   656200    1.790    0.000    7.956    0.000 numeric.py:150(ones)
 12000516    7.899    0.000    7.899    0.000 {method 'rfind' of 'str' objects}
   717892    0.542    0.000    7.838    0.000 _methods.py:31(_sum)
  1915781    6.640    0.000    7.591    0.000 arrayprint.py:340(array2string)
   792540    3.495    0.000    7.559    0.000 internals.py:2186(__init__)
        6    0.007    0.001    7.496    1.249 frame.py:2823(reindex_axis)
        6    0.003    0.000    7.489    1.248 generic.py:2337(reindex_axis)
   508398    1.343    0.000    7.439    0.000 function_base.py:4951(append)
 11828692    7.413    0.000    7.413    0.000 {built-in method __new__ of type object at 0x1086b3650}
   604342    2.639    0.000    7.404    0.000 concat.py:63(_get_series_result_type)
   783781    2.658    0.000    7.351    0.000 concat.py:407(<listcomp>)
 16503852    7.325    0.000    7.325    0.000 treetaggerwrapper.py:716(__init__)
 16041466    7.307    0.000    7.307    0.000 {method 'lower' of 'str' objects}
  2057257    4.122    0.000    7.226    0.000 common.py:257(_try_sort)
 37845080    7.103    0.000    7.103    0.000 {method 'extend' of 'list' objects}
   358860    1.560    0.000    7.060    0.000 copy.py:268(_reconstruct)
 21070833    6.996    0.000    6.996    0.000 internals.py:148(internal_values)
  1628137    6.929    0.000    6.929    0.000 {pandas.lib.get_blkno_indexers}
  2676654    6.923    0.000    6.923    0.000 {built-in method builtins.next}
  4000170    4.541    0.000    6.890    0.000 __init__.py:120(getLevelName)
 25839881    6.860    0.000    6.860    0.000 {method 'pop' of 'dict' objects}
  1016796    1.665    0.000    6.778    0.000 indexing.py:1536(_is_valid_integer)
  8000990    6.576    0.000    6.576    0.000 {method 'find' of 'str' objects}
  1671465    6.568    0.000    6.568    0.000 {method 'astype' of 'numpy.ndarray' objects}
  1462898    4.241    0.000    6.400    0.000 indexing.py:1769(convert_to_index_sliceable)
 22278436    6.394    0.000    6.394    0.000 {built-in method pandas.algos.ensure_int64}
 13115357    6.372    0.000    6.372    0.000 internals.py:2862(_get_items)
   537264    3.921    0.000    6.218    0.000 base.py:1073(is_monotonic)
  4123694    5.146    0.000    6.200    0.000 numeric.py:729(<genexpr>)
  8000978    6.190    0.000    6.190    0.000 __init__.py:698(filter)
  1208684    1.966    0.000    6.126    0.000 common.py:159(is_int64_dtype)
   717732    1.050    0.000    6.046    0.000 generic.py:2825(_is_mixed_type)
   358860    1.767    0.000    5.959    0.000 generic.py:260(_construct_axes_dict)
 12000533    5.934    0.000    5.934    0.000 {built-in method posix.fspath}
  8001616    5.793    0.000    5.793    0.000 {method 'acquire' of '_thread.RLock' objects}
  1208684    1.822    0.000    5.744    0.000 base.py:814(shape)
   179433    3.442    0.000    5.719    0.000 merge.py:483(__init__)
   179520    1.950    0.000    5.661    0.000 algorithms.py:810(wrapper)
   867273    2.054    0.000    5.575    0.000 internals.py:1819(is_bool)
  5415959    5.573    0.000    5.573    0.000 {built-in method builtins.min}
 23811896    5.572    0.000    5.572    0.000 {built-in method builtins.callable}
        9    0.000    0.000    5.490    0.610 groupby.py:4029(_get_sorted_data)
  1208765    4.360    0.000    5.460    0.000 _weakrefset.py:81(add)
   717720    0.532    0.000    5.438    0.000 copy.py:273(<genexpr>)
  1471621    2.426    0.000    5.422    0.000 {built-in method builtins.setattr}
  1208684    4.169    0.000    5.252    0.000 _weakrefset.py:38(_remove)
  1568851    5.235    0.000    5.235    0.000 {method 'format' of 'str' objects}
  1471621    4.276    0.000    5.229    0.000 indexing.py:59(__init__)
   604342    1.327    0.000    5.116    0.000 merge.py:1609(<listcomp>)
   604342    1.363    0.000    5.110    0.000 base.py:1250(_convert_list_indexer)
   835627    1.956    0.000    5.074    0.000 common.py:253(_count_not_none)
  4000177    3.529    0.000    5.070    0.000 posixpath.py:39(_get_sep)
   254202    0.757    0.000    5.065    0.000 generic.py:1533(_check_setitem_copy)
  7976405    5.053    0.000    5.053    0.000 base.py:512(dtype)
  5024064    4.901    0.000    4.901    0.000 {built-in method numpy.core.umath.seterrobj}
       21    0.001    0.000    4.877    0.232 api.py:105(_get_consensus_names)
       21    2.592    0.123    4.876    0.232 api.py:109(<listcomp>)
  2601831    2.578    0.000    4.796    0.000 generic.py:421(ndim)
   613059    2.075    0.000    4.794    0.000 indexing.py:167(_is_nested_tuple_indexer)
  2512032    3.750    0.000    4.640    0.000 numeric.py:3079(__init__)
  2892878    3.237    0.000    4.614    0.000 generic.py:312(<listcomp>)
  1312400    1.530    0.000    4.603    0.000 groupby.py:2417(<genexpr>)
   358860    1.257    0.000    4.455    0.000 fromnumeric.py:1866(any)
   538299    2.687    0.000    4.357    0.000 abc.py:178(__instancecheck__)
  6572678    4.313    0.000    4.313    0.000 {method 'copy' of 'dict' objects}
   254199    0.373    0.000    4.308    0.000 config.py:222(__call__)
      175    0.004    0.000    4.265    0.024 base.py:1625(to_native_types)
 13765548    4.257    0.000    4.257    0.000 {built-in method pandas.algos.ensure_object}
      172    0.005    0.000    4.243    0.025 index.py:820(_format_native_types)
 12805641    4.197    0.000    4.197    0.000 {pandas.lib.is_integer}
  8107751    4.193    0.000    4.193    0.000 internals.py:289(shape)
   433656    0.784    0.000    4.142    0.000 frame.py:484(shape)
   686250    3.228    0.000    4.142    0.000 dictionnary.py:104(__getitem__)
   604342    2.970    0.000    4.132    0.000 common.py:137(_consensus_name_attr)
  4000170    4.122    0.000    4.122    0.000 threading.py:1076(name)
  1210610    2.449    0.000    4.109    0.000 threading.py:239(__enter__)
      172    4.081    0.024    4.093    0.024 {pandas.tslib.format_array_from_datetime}
   561628    1.159    0.000    4.082    0.000 re.py:330(filter)
 10417708    4.030    0.000    4.030    0.000 {built-in method _thread.get_ident}
   358860    0.892    0.000    3.967    0.000 generic.py:262(<listcomp>)
   254202    0.837    0.000    3.942    0.000 indexing.py:198(_convert_slice_indexer)
   254205    0.576    0.000    3.935    0.000 config.py:96(_get_option)
  1015054    3.212    0.000    3.873    0.000 base.py:715(__getitem__)
      344    0.012    0.000    3.873    0.011 internals.py:590(to_native_types)
  1209821    2.380    0.000    3.852    0.000 threading.py:251(_acquire_restore)
   604426    1.894    0.000    3.825    0.000 concat.py:124(<listcomp>)
  4000178    3.721    0.000    3.721    0.000 {built-in method sys._getframe}
  1208684    3.719    0.000    3.719    0.000 threading.py:727(_newname)
  1209821    1.980    0.000    3.684    0.000 threading.py:254(_is_owned)
  3140006    3.663    0.000    3.663    0.000 {method 'replace' of 'str' objects}
   792480    1.205    0.000    3.645    0.000 generic.py:1438(_is_view)
  1435440    1.551    0.000    3.622    0.000 nanops.py:44(<genexpr>)
  5552663    3.546    0.000    3.546    0.000 {method 'startswith' of 'str' objects}
   656200    3.522    0.000    3.522    0.000 {built-in method numpy.core.multiarray.copyto}
  2420432    3.434    0.000    3.434    0.000 {built-in method _thread.allocate_lock}
  392/202    0.026    0.000    3.417    0.017 decorators.py:65(wrapper)
   508398    0.933    0.000    3.360    0.000 fromnumeric.py:1364(ravel)
  5428831    3.336    0.000    3.336    0.000 {method 'update' of 'dict' objects}
  1839177    2.289    0.000    3.331    0.000 indexing.py:1304(<genexpr>)
  1439975    1.522    0.000    3.329    0.000 base.py:3681(_ensure_has_len)
  9159563    3.278    0.000    3.278    0.000 {method 'add' of 'set' objects}
  1208684    2.930    0.000    3.276    0.000 threading.py:966(_stop)
  1882505    1.952    0.000    3.272    0.000 common.py:276(is_string_like_dtype)
  1968582    2.609    0.000    3.250    0.000 groupby.py:3883(<genexpr>)
   179442    1.902    0.000    3.220    0.000 api.py:41(_get_distinct_indexes)
   656194    3.166    0.000    3.166    0.000 {method 'to_array' of 'pandas.hashtable.ObjectVector' objects}
   717732    1.081    0.000    3.165    0.000 generic.py:2827(<lambda>)
   656200    2.888    0.000    3.108    0.000 groupby.py:2449(is_in_obj)
  1015060    3.106    0.000    3.106    0.000 {built-in method numpy.core.multiarray.putmask}
  1046685    1.275    0.000    3.073    0.000 frame.py:769(__len__)
  1882541    3.071    0.000    3.071    0.000 {method 'reshape' of 'numpy.ndarray' objects}
  3611918    3.063    0.000    3.063    0.000 validators.py:31(_check_for_default_values)
 10048128    3.054    0.000    3.054    0.000 {built-in method numpy.core.umath.geterrobj}
       12    0.000    0.000    3.021    0.252 parsers.py:1190(_make_index)
       12    0.026    0.002    3.021    0.252 parsers.py:1272(_agg_index)
   613059    0.864    0.000    3.007    0.000 indexing.py:1913(is_label_like)
   358860    0.456    0.000    2.999    0.000 internals.py:129(is_categorical_astype)
       12    0.000    0.000    2.987    0.249 parsers.py:2643(converter)
  5991218    2.976    0.000    2.976    0.000 {built-in method pandas.algos.ensure_platform_int}
   561628    2.101    0.000    2.923    0.000 sre_parse.py:964(expand_template)
  2901607    2.916    0.000    2.916    0.000 base.py:944(_get_names)
   254199    0.885    0.000    2.898    0.000 frame.py:2613(reindexer)
  3017754    2.852    0.000    2.852    0.000 {built-in method pandas.lib.checknull}
       12    0.001    0.000    2.809    0.234 parsers.py:687(__init__)
       12    0.000    0.000    2.805    0.234 parsers.py:921(_make_engine)
       12    2.803    0.234    2.804    0.234 parsers.py:1374(__init__)
 17234354    2.772    0.000    2.772    0.000 {method 'isalpha' of 'str' objects}
   867273    2.703    0.000    2.703    0.000 {pandas.lib.is_bool_array}
       44    0.061    0.001    2.640    0.060 handlers.py:154(doRollover)
  1312388    1.579    0.000    2.637    0.000 generic.py:401(_info_axis)
   656200    2.490    0.000    2.600    0.000 groupby.py:1538(__init__)
  5347913    2.520    0.000    2.520    0.000 missing.py:65(clean_fill_method)
  8001616    2.482    0.000    2.482    0.000 {method 'release' of '_thread.RLock' objects}
  4031338    2.445    0.000    2.445    0.000 frame.py:241(_constructor)
   792480    1.662    0.000    2.441    0.000 internals.py:3280(is_view)
  2905806    1.607    0.000    2.419    0.000 base.py:1668(<genexpr>)
   656200    2.351    0.000    2.351    0.000 groupby.py:520(__getattr__)
  4000170    2.347    0.000    2.347    0.000 process.py:35(current_process)
   254217    0.889    0.000    2.342    0.000 config.py:78(_get_single_key)
  4163493    2.325    0.000    2.325    0.000 internals.py:175(fill_value)
   358860    0.615    0.000    2.318    0.000 nanops.py:239(_wrap_results)
  4000170    2.318    0.000    2.318    0.000 process.py:137(name)
      638    0.005    0.000    2.305    0.004 __init__.py:1320(error)
  1523449    2.278    0.000    2.278    0.000 frame.py:476(axes)
   358860    0.345    0.000    2.194    0.000 nanops.py:233(_view_if_needed)
  4001458    2.192    0.000    2.192    0.000 {built-in method posix.getpid}
  1210610    1.620    0.000    2.162    0.000 threading.py:242(__exit__)
   358860    0.854    0.000    2.141    0.000 copy.py:210(_deepcopy_list)
  1209821    1.495    0.000    2.115    0.000 threading.py:248(_release_save)
   717738    1.076    0.000    2.085    0.000 internals.py:3262(is_mixed_type)
   604342    0.816    0.000    2.083    0.000 inference.py:35(is_iterator)
   656200    1.558    0.000    2.074    0.000 groupby.py:1637(names)
  1076580    0.975    0.000    2.070    0.000 nanops.py:36(check)
   656200    0.968    0.000    1.957    0.000 groupby.py:2439(is_in_axis)
  3451688    1.930    0.000    1.930    0.000 concat.py:118(is_nonempty)
  9126066    1.883    0.000    1.883    0.000 {method 'isdigit' of 'str' objects}
        3    0.000    0.000    1.869    0.623 dataframe.py:59(drop_duplicates)
        3    0.000    0.000    1.869    0.623 dataframe.py:17(drop_duplicates)
        3    0.001    0.000    1.853    0.618 frame.py:3114(drop_duplicates)
   254199    0.626    0.000    1.843    0.000 series.py:558(_ixs)
     1926    0.025    0.000    1.796    0.001 iostream.py:312(flush)
   179433    0.665    0.000    1.778    0.000 generic.py:2461(<listcomp>)
   358860    0.478    0.000    1.772    0.000 nanops.py:229(_na_ok_dtype)
     1288    0.006    0.000    1.730    0.001 ansitowin32.py:39(write)
     1288    0.004    0.000    1.724    0.001 ansitowin32.py:139(write)
     1288    0.026    0.000    1.720    0.001 ansitowin32.py:156(write_and_convert)
   604342    0.966    0.000    1.716    0.000 tweetProcessor.py:168(replace_special_chars)
   717720    1.412    0.000    1.697    0.000 copy.py:252(_keep_alive)
  8571604    1.682    0.000    1.682    0.000 {built-in method builtins.id}
     2564    0.021    0.000    1.673    0.001 ansitowin32.py:172(write_plain_text)
  1076932    1.667    0.000    1.667    0.000 _weakrefset.py:70(__contains__)
  1210610    1.660    0.000    1.660    0.000 {method '__enter__' of '_thread.lock' objects}
  1016820    1.639    0.000    1.639    0.000 internals.py:250(_slice)
   254205    0.882    0.000    1.628    0.000 base.py:1175(_convert_slice_indexer)
  1208852    1.005    0.000    1.621    0.000 concat.py:135(<genexpr>)
  2171892    1.612    0.000    1.612    0.000 series.py:263(_constructor)
   254193    0.499    0.000    1.580    0.000 base.py:826(item)
   358866    0.954    0.000    1.574    0.000 frame.py:5463(_prep_ndarray)
   613059    0.913    0.000    1.568    0.000 indexing.py:168(<listcomp>)
  1312400    1.183    0.000    1.556    0.000 groupby.py:2412(<genexpr>)
   656194    1.359    0.000    1.547    0.000 groupby.py:3805(_reindex_output)
   254196    0.680    0.000    1.539    0.000 groupby.py:1521(_is_indexed_like)
   179427    0.931    0.000    1.527    0.000 frame.py:5606(<listcomp>)
       12    0.001    0.000    1.519    0.127 tools.py:179(to_datetime)
       12    0.000    0.000    1.516    0.126 tools.py:309(_convert_listlike)
       12    1.515    0.126    1.515    0.126 {built-in method pandas.tslib.array_to_datetime}
  4000170    1.509    0.000    1.509    0.000 codecs.py:213(setstate)
  1312400    1.161    0.000    1.495    0.000 groupby.py:2410(<genexpr>)
       12    0.024    0.002    1.468    0.122 parsers.py:2922(_concat_date_cols)
  1046679    1.009    0.000    1.456    0.000 base.py:3007(_maybe_cast_indexer)
  1208684    1.455    0.000    1.456    0.000 base.py:1112(is_floating)
   656200    1.452    0.000    1.452    0.000 {built-in method numpy.core.multiarray.can_cast}
  4427255    1.438    0.000    1.438    0.000 base.py:819(ndim)
   604357    1.275    0.000    1.427    0.000 merge.py:1658(_get_result_dim)
  2916172    1.407    0.000    1.407    0.000 {method 'group' of '_sre.SRE_Match' objects}
   358896    0.335    0.000    1.382    0.000 internals.py:4440(_shape_compat)
   358860    0.742    0.000    1.353    0.000 {method '__reduce_ex__' of 'object' objects}
  1271013    1.033    0.000    1.322    0.000 base.py:3022(_validate_indexer)
  2819965    1.317    0.000    1.317    0.000 {method 'upper' of 'str' objects}
       12    1.314    0.109    1.314    0.109 parsers.py:2925(<listcomp>)
   792480    1.026    0.000    1.311    0.000 base.py:1127(holds_integer)
        6    0.357    0.059    1.308    0.218 concat.py:304(_concat_datetime)
   358866    1.295    0.000    1.295    0.000 {built-in method _operator.inv}
   358860    0.749    0.000    1.294    0.000 common.py:164(is_int_or_datetime_dtype)
  7207158    1.277    0.000    1.277    0.000 internals.py:578(_try_coerce_result)
  3449877    1.266    0.000    1.266    0.000 numeric.py:137(is_all_dates)
  2425722    1.258    0.000    1.258    0.000 threading.py:506(is_set)
  2150046    0.938    0.000    1.256    0.000 api.py:42(<genexpr>)
   604342    1.246    0.000    1.246    0.000 merge.py:1706(<listcomp>)
   254208    0.420    0.000    1.244    0.000 internals.py:5227(_fast_count_smallints)
  1448713    1.231    0.000    1.231    0.000 internals.py:4543(<listcomp>)
  1151340    0.801    0.000    1.210    0.000 indexing.py:1423(_get_partial_string_timestamp_match_key)
  1439975    1.197    0.000    1.197    0.000 base.py:2477(_can_reindex)
